,winner,point_difference,result,name,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed
3540,7,3,1,Illinois,7,1,1,12,2013,Illinois,3.97,6.91,10.2,0.89,7.8,24.0,554.0,1156.0,0.479,69.1,0.416,0.325,0.725,2013,11.8,21.8,33.5,10
3541,7,3,1,Colorado,10,0,0,13,2013,Colorado,3.13,7.03,10.0,0.76,5.4,16.0,585.0,1239.0,0.472,68.2,0.436,0.347,0.684,2013,11.6,25.6,37.2,7
3542,2,13,1,Miami (FL),2,1,1,14,2013,Miami,4.59,6.34,11.2,1.02,6.7,19.0,584.0,1133.0,0.515,69.4,0.458,0.351,0.675,2013,10.0,25.8,35.8,15
3543,2,13,1,Pacific,15,0,0,15,2013,Pacific,1.32,5.65,14.7,1.33,6.4,17.0,590.0,1221.0,0.483,67.5,0.452,0.383,0.694,2013,9.5,22.8,32.3,2
3544,1,8,1,Indiana,1,1,1,16,2013,Indiana,3.73,7.48,14.5,1.12,7.3,18.0,646.0,1238.0,0.522,80.0,0.486,0.411,0.745,2013,12.5,26.2,38.6,9
3545,1,8,1,Temple,9,0,0,17,2013,Temple,3.69,8.03,14.9,1.36,7.3,22.0,573.0,1176.0,0.487,72.8,0.43,0.334,0.725,2013,11.3,23.1,34.5,1
3546,4,8,1,California,12,0,0,18,2013,California,4.74,5.77,14.1,1.12,4.0,13.0,660.0,1349.0,0.489,67.5,0.446,0.304,0.725,2013,11.0,26.2,37.2,4
3547,4,8,1,Syracuse,4,1,1,19,2013,Syracuse,6.2,8.89,14.5,1.15,6.1,18.0,687.0,1408.0,0.488,71.3,0.44,0.334,0.675,2013,14.5,24.2,38.7,12
3548,3,3,1,Butler,6,0,0,20,2013,Butler,2.44,5.68,13.1,0.98,6.6,19.0,600.0,1173.0,0.512,69.3,0.453,0.348,0.689,2013,11.7,25.0,36.6,3
3549,3,3,1,Marquette,3,1,1,21,2013,Marquette,3.42,6.74,14.4,1.05,4.3,14.0,628.0,1190.0,0.528,69.0,0.467,0.301,0.723,2013,11.5,23.5,35.0,6
3550,2,5,1,Illinois,7,0,0,22,2013,Illinois,3.97,6.91,10.2,0.89,7.8,24.0,554.0,1156.0,0.479,69.1,0.416,0.325,0.725,2013,11.8,21.8,33.5,2
3551,2,5,1,Miami (FL),2,1,1,23,2013,Miami,4.59,6.34,11.2,1.02,6.7,19.0,584.0,1133.0,0.515,69.4,0.458,0.351,0.675,2013,10.0,25.8,35.8,7
3552,4,3,2,Indiana,1,0,1,24,2013,Indiana,3.73,7.48,14.5,1.12,7.3,18.0,646.0,1238.0,0.522,80.0,0.486,0.411,0.745,2013,12.5,26.2,38.6,4
3553,4,3,2,Syracuse,4,1,0,25,2013,Syracuse,6.2,8.89,14.5,1.15,6.1,18.0,687.0,1408.0,0.488,71.3,0.44,0.334,0.675,2013,14.5,24.2,38.7,1
3554,3,1,2,Marquette,3,1,0,26,2013,Marquette,3.42,6.74,14.4,1.05,4.3,14.0,628.0,1190.0,0.528,69.0,0.467,0.301,0.723,2013,11.5,23.5,35.0,2
3555,3,1,2,Miami (FL),2,0,1,27,2013,Miami,4.59,6.34,11.2,1.02,6.7,19.0,584.0,1133.0,0.515,69.4,0.458,0.351,0.675,2013,10.0,25.8,35.8,3
3556,4,1,2,Syracuse,4,1,0,28,2013,Syracuse,6.2,8.89,14.5,1.15,6.1,18.0,687.0,1408.0,0.488,71.3,0.44,0.334,0.675,2013,14.5,24.2,38.7,3
3557,4,1,2,Marquette,3,0,1,29,2013,Marquette,3.42,6.74,14.4,1.05,4.3,14.0,628.0,1190.0,0.528,69.0,0.467,0.301,0.723,2013,11.5,23.5,35.0,4
3558,1,15,1,Louisville,1,1,1,30,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,16
3559,1,15,1,North Carolina A&T,16,0,0,31,2013,North Carolina A&T,4.6,7.06,11.1,0.73,5.7,19.0,531.0,1161.0,0.457,62.2,0.399,0.299,0.658,2013,10.7,24.7,35.4,1
3560,8,1,1,Colorado State,8,1,1,32,2013,Colorado State,2.03,4.88,13.1,1.21,5.1,15.0,669.0,1364.0,0.49,73.1,0.448,0.332,0.713,2013,14.4,26.1,40.4,9
3561,8,1,1,Missouri,9,0,0,33,2013,Missouri,3.52,6.76,13.9,1.05,6.3,19.0,692.0,1346.0,0.514,76.2,0.46,0.34,0.739,2013,13.7,27.8,41.4,8
3562,12,7,2,Oklahoma State,5,0,1,34,2013,Oklahoma State,4.75,7.5,12.1,0.97,5.6,18.0,615.0,1239.0,0.496,72.4,0.44,0.316,0.75,2013,10.9,25.5,36.4,12
3563,12,7,2,Oregon,12,1,0,35,2013,Oregon,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.323,0.71,2013,12.2,25.2,37.4,5
3564,4,9,1,Saint Louis,4,1,1,36,2013,Saint Louis,3.19,7.47,12.9,1.14,6.2,18.0,547.0,1094.0,0.5,68.9,0.447,0.347,0.709,2013,9.1,23.8,32.8,13
3565,4,9,1,New Mexico State,13,0,0,37,2013,New Mexico State,5.47,5.56,11.5,0.8,4.0,12.0,680.0,1345.0,0.506,68.0,0.461,0.32,0.656,2013,12.0,25.6,37.6,4
3566,6,5,1,Memphis,6,1,1,38,2013,Memphis,6.29,8.97,17.2,1.18,6.2,16.0,727.0,1404.0,0.518,75.9,0.479,0.379,0.666,2013,12.3,25.5,37.8,11
3567,6,5,1,Saint Mary's,11,0,0,39,2013,Saint Mary's,2.97,6.27,14.7,1.22,7.9,21.0,608.0,1136.0,0.535,75.5,0.474,0.375,0.726,2013,12.1,25.0,37.1,6
3568,3,11,1,Michigan State,3,1,1,40,2013,Michigan State,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.717,2013,11.5,25.8,37.3,14
3569,3,11,1,Valparaiso,14,0,0,41,2013,Valparaiso,3.3,6.67,13.8,0.95,7.5,20.0,558.0,990.0,0.564,71.7,0.489,0.376,0.732,2013,8.9,24.0,32.9,3
3570,7,3,1,Creighton,7,1,1,42,2013,Creighton,2.59,5.0,17.2,1.4,8.8,21.0,609.0,1079.0,0.564,75.4,0.508,0.421,0.75,2013,8.4,26.8,35.2,10
3571,7,3,1,Cincinnati,10,0,0,43,2013,Cincinnati,6.18,7.0,12.2,0.95,6.8,21.0,539.0,1190.0,0.453,66.6,0.402,0.317,0.649,2013,14.4,25.6,40.0,7
3572,2,13,1,Duke,2,1,1,44,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,15
3573,2,13,1,Albany (NY),15,0,0,45,2013,Albany,2.03,5.44,11.2,0.84,6.0,16.0,538.0,1136.0,0.474,64.4,0.438,0.364,0.734,2013,9.9,23.7,33.6,2
3574,1,7,1,Louisville,1,1,1,46,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,8
3575,1,7,1,Colorado State,8,0,0,47,2013,Colorado State,2.03,4.88,13.1,1.21,5.1,15.0,669.0,1364.0,0.49,73.1,0.448,0.332,0.713,2013,14.4,26.1,40.4,1
3576,12,8,2,Oregon,12,1,0,48,2013,Oregon,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.323,0.71,2013,12.2,25.2,37.4,4
3577,12,8,2,Saint Louis,4,0,1,49,2013,Saint Louis,3.19,7.47,12.9,1.14,6.2,18.0,547.0,1094.0,0.5,68.9,0.447,0.347,0.709,2013,9.1,23.8,32.8,12
3578,3,3,1,Memphis,6,0,0,50,2013,Memphis,6.29,8.97,17.2,1.18,6.2,16.0,727.0,1404.0,0.518,75.9,0.479,0.379,0.666,2013,12.3,25.5,37.8,3
3579,3,3,1,Michigan State,3,1,1,51,2013,Michigan State,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.717,2013,11.5,25.8,37.3,6
3580,2,5,1,Creighton,7,0,0,52,2013,Creighton,2.59,5.0,17.2,1.4,8.8,21.0,609.0,1079.0,0.564,75.4,0.508,0.421,0.75,2013,8.4,26.8,35.2,2
3581,2,5,1,Duke,2,1,1,53,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,7
3582,1,11,1,Louisville,1,1,1,54,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,12
3583,1,11,1,Oregon,12,0,0,55,2013,Oregon,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.323,0.71,2013,12.2,25.2,37.4,1
3584,2,1,1,Michigan State,3,0,0,56,2013,Michigan State,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.717,2013,11.5,25.8,37.3,2
3585,2,1,1,Duke,2,1,1,57,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,3
3586,1,1,1,Louisville,1,1,1,58,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,2
3587,1,1,1,Duke,2,0,0,59,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,1
3588,1,15,1,Gonzaga,1,1,1,60,2013,Gonzaga,2.85,7.97,15.2,1.36,6.4,17.0,707.0,1254.0,0.564,77.6,0.504,0.371,0.707,2013,11.4,25.9,37.3,16
3589,1,15,1,Southern,16,0,0,61,2013,Southern,3.94,7.5,11.4,1.05,6.8,19.0,527.0,1115.0,0.473,67.7,0.434,0.362,0.69,2013,8.9,26.3,35.2,1
3590,9,1,2,Pitt,8,0,1,62,2013,Pittsburgh,3.94,6.66,16.5,1.52,5.1,14.0,656.0,1271.0,0.516,69.6,0.475,0.36,0.664,2013,12.9,22.4,35.3,9
3591,9,1,2,Wichita State,9,1,0,63,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,8
3592,12,7,2,Wisconsin,5,0,1,64,2013,Wisconsin,4.33,5.73,13.5,1.37,7.5,22.0,541.0,1117.0,0.484,66.2,0.426,0.338,0.635,2013,11.7,25.2,36.9,12
3593,12,7,2,Ole Miss,12,1,0,65,2013,Ole Miss,5.12,8.39,12.6,1.12,6.9,21.0,671.0,1368.0,0.49,78.2,0.437,0.331,0.684,2013,13.2,25.6,38.8,5
3594,13,9,2,Kansas State,4,0,1,66,2013,Kansas State,3.59,7.09,16.0,1.38,6.9,19.0,614.0,1300.0,0.472,69.2,0.436,0.363,0.689,2013,13.4,21.9,35.3,13
3595,13,9,2,La Salle,13,1,0,67,2013,La Salle,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.448,0.371,0.738,2013,10.1,21.6,31.7,4
3596,6,5,1,Arizona,6,1,1,68,2013,Arizona,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,2013,11.5,24.7,36.3,11
3597,6,5,1,Belmont,11,0,0,69,2013,Belmont,2.75,9.84,15.9,1.18,8.5,22.0,615.0,1091.0,0.564,77.2,0.494,0.386,0.733,2013,9.4,22.8,32.2,6
3598,14,11,2,New Mexico,3,0,1,70,2013,New Mexico,3.91,6.12,14.6,1.27,6.4,18.0,529.0,1144.0,0.462,67.4,0.425,0.354,0.722,2013,9.4,25.9,35.2,14
3599,14,11,2,Harvard,14,1,0,71,2013,Harvard,4.36,7.43,13.2,0.98,6.4,16.0,461.0,882.0,0.523,68.9,0.482,0.401,0.72,2013,7.3,22.1,29.4,3
3600,10,3,2,Notre Dame,7,0,1,72,2013,Notre Dame,3.82,5.09,17.0,1.54,6.6,18.0,646.0,1278.0,0.505,70.4,0.463,0.373,0.707,2013,11.1,25.1,36.2,10
3601,10,3,2,Iowa State,10,1,0,73,2013,Iowa State,2.91,6.52,16.0,1.2,9.8,27.0,585.0,1122.0,0.521,79.6,0.455,0.37,0.731,2013,12.3,26.5,38.7,7
3602,2,13,1,Ohio State,2,1,1,74,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.692,2013,10.6,24.8,35.4,15
3603,2,13,1,Iona,15,0,0,75,2013,Iona,3.0,6.61,15.5,1.27,8.4,23.0,656.0,1298.0,0.505,80.7,0.457,0.373,0.778,2013,11.5,24.5,36.0,2
3604,9,8,2,Gonzaga,1,0,1,76,2013,Gonzaga,2.85,7.97,15.2,1.36,6.4,17.0,707.0,1254.0,0.564,77.6,0.504,0.371,0.707,2013,11.4,25.9,37.3,9
3605,9,8,2,Wichita State,9,1,0,77,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,1
3606,13,1,2,Ole Miss,12,0,1,78,2013,Ole Miss,5.12,8.39,12.6,1.12,6.9,21.0,671.0,1368.0,0.49,78.2,0.437,0.331,0.684,2013,13.2,25.6,38.8,13
3607,13,1,2,La Salle,13,1,0,79,2013,La Salle,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.448,0.371,0.738,2013,10.1,21.6,31.7,12
3608,6,8,1,Arizona,6,1,1,80,2013,Arizona,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,2013,11.5,24.7,36.3,14
3609,6,8,1,Harvard,14,0,0,81,2013,Harvard,4.36,7.43,13.2,0.98,6.4,16.0,461.0,882.0,0.523,68.9,0.482,0.401,0.72,2013,7.3,22.1,29.4,6
3610,2,8,1,Iowa State,10,0,0,82,2013,Iowa State,2.91,6.52,16.0,1.2,9.8,27.0,585.0,1122.0,0.521,79.6,0.455,0.37,0.731,2013,12.3,26.5,38.7,2
3611,2,8,1,Ohio State,2,1,1,83,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.692,2013,10.6,24.8,35.4,10
3612,9,4,1,Wichita State,9,1,1,84,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,13
3613,9,4,1,La Salle,13,0,0,85,2013,La Salle,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.448,0.371,0.738,2013,10.1,21.6,31.7,9
3614,2,4,1,Arizona,6,0,0,86,2013,Arizona,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,2013,11.5,24.7,36.3,2
3615,2,4,1,Ohio State,2,1,1,87,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.692,2013,10.6,24.8,35.4,6
3616,9,7,2,Wichita State,9,1,0,88,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,2
3617,9,7,2,Ohio State,2,0,1,89,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.692,2013,10.6,24.8,35.4,9
3618,1,15,1,Kansas,1,1,1,90,2013,Kansas,6.62,7.18,15.6,1.14,6.0,16.0,700.0,1328.0,0.527,75.4,0.48,0.367,0.733,2013,11.0,28.1,39.1,16
3619,1,15,1,Western Kentucky,16,0,0,91,2013,Western Kentucky,3.29,6.11,11.2,0.74,6.4,20.0,593.0,1204.0,0.493,67.2,0.431,0.324,0.674,2013,12.1,24.1,36.2,1
3620,8,1,1,UNC,8,1,1,92,2013,North Carolina,3.45,8.24,17.3,1.41,7.3,20.0,708.0,1487.0,0.476,77.2,0.444,0.371,0.667,2013,13.8,25.4,39.2,9
3621,8,1,1,Villanova,9,0,0,93,2013,Villanova,3.39,7.7,12.3,0.79,6.1,18.0,505.0,1102.0,0.458,67.8,0.415,0.336,0.72,2013,11.2,25.1,36.3,8
3622,5,7,1,VCU,5,1,1,94,2013,VCU,3.18,11.94,15.0,1.27,8.1,23.0,666.0,1314.0,0.507,78.0,0.452,0.356,0.701,2013,13.9,20.9,34.8,12
3623,5,7,1,Akron,12,0,0,95,2013,Akron,5.72,7.16,15.0,1.1,7.1,21.0,609.0,1155.0,0.527,72.7,0.457,0.337,0.645,2013,13.0,24.9,37.9,5
3624,4,9,1,Michigan,4,1,1,96,2013,Michigan,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.383,0.707,2013,10.7,24.5,35.1,13
3625,4,9,1,South Dakota State,13,0,0,97,2013,South Dakota State,2.29,5.06,14.5,1.4,7.8,20.0,621.0,1212.0,0.512,73.9,0.47,0.394,0.763,2013,9.5,25.2,34.7,4
3626,11,5,2,UCLA,6,0,1,98,2013,UCLA,3.68,8.18,16.1,1.46,4.9,14.0,774.0,1576.0,0.491,74.7,0.455,0.339,0.722,2013,10.8,25.5,36.3,11
3627,11,5,2,Minnesota,11,1,0,99,2013,Minnesota,5.72,7.56,14.8,1.07,5.2,16.0,597.0,1215.0,0.491,68.4,0.442,0.326,0.685,2013,14.9,23.9,38.8,6
3628,3,11,1,Florida,3,1,1,100,2013,Florida,3.38,6.94,15.0,1.36,8.3,22.0,577.0,1043.0,0.553,71.9,0.484,0.382,0.688,2013,10.5,24.6,35.1,14
3629,3,11,1,Northwestern State,14,0,0,101,2013,Northwestern State,4.77,9.84,15.5,1.11,6.0,19.0,715.0,1370.0,0.522,81.0,0.461,0.317,0.686,2013,13.8,25.5,39.3,3
3630,7,3,1,San Diego State,7,1,1,102,2013,San Diego State,4.56,6.88,12.3,1.03,5.9,18.0,600.0,1219.0,0.492,69.2,0.438,0.324,0.676,2013,11.0,25.9,36.8,10
3631,7,3,1,Oklahoma,10,0,0,103,2013,Oklahoma,2.81,6.45,12.4,1.05,5.0,15.0,626.0,1317.0,0.475,71.1,0.436,0.326,0.76,2013,11.9,24.8,36.7,7
3632,15,13,2,Georgetown,2,0,1,104,2013,Georgetown,3.84,7.55,14.8,1.17,5.9,16.0,531.0,1054.0,0.504,64.6,0.456,0.358,0.68,2013,9.2,23.7,32.9,15
3633,15,13,2,Florida Gulf Coast,15,1,0,105,2013,Florida Gulf Coast,3.76,9.0,14.0,0.95,6.8,20.0,672.0,1282.0,0.524,73.1,0.46,0.339,0.677,2013,11.5,25.1,36.6,2
3634,1,7,1,Kansas,1,1,1,106,2013,Kansas,6.62,7.18,15.6,1.14,6.0,16.0,700.0,1328.0,0.527,75.4,0.48,0.367,0.733,2013,11.0,28.1,39.1,8
3635,1,7,1,UNC,8,0,0,107,2013,North Carolina,3.45,8.24,17.3,1.41,7.3,20.0,708.0,1487.0,0.476,77.2,0.444,0.371,0.667,2013,13.8,25.4,39.2,1
3636,4,1,1,VCU,5,0,0,108,2013,VCU,3.18,11.94,15.0,1.27,8.1,23.0,666.0,1314.0,0.507,78.0,0.452,0.356,0.701,2013,13.9,20.9,34.8,4
3637,4,1,1,Michigan,4,1,1,109,2013,Michigan,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.383,0.707,2013,10.7,24.5,35.1,5
3638,3,8,1,Minnesota,11,0,0,110,2013,Minnesota,5.72,7.56,14.8,1.07,5.2,16.0,597.0,1215.0,0.491,68.4,0.442,0.326,0.685,2013,14.9,23.9,38.8,3
3639,3,8,1,Florida,3,1,1,111,2013,Florida,3.38,6.94,15.0,1.36,8.3,22.0,577.0,1043.0,0.553,71.9,0.484,0.382,0.688,2013,10.5,24.6,35.1,11
3640,15,8,2,San Diego State,7,0,1,112,2013,San Diego State,4.56,6.88,12.3,1.03,5.9,18.0,600.0,1219.0,0.492,69.2,0.438,0.324,0.676,2013,11.0,25.9,36.8,15
3641,15,8,2,Florida Gulf Coast,15,1,0,113,2013,Florida Gulf Coast,3.76,9.0,14.0,0.95,6.8,20.0,672.0,1282.0,0.524,73.1,0.46,0.339,0.677,2013,11.5,25.1,36.6,7
3642,4,3,2,Kansas,1,0,1,114,2013,Kansas,6.62,7.18,15.6,1.14,6.0,16.0,700.0,1328.0,0.527,75.4,0.48,0.367,0.733,2013,11.0,28.1,39.1,4
3643,4,3,2,Michigan,4,1,0,115,2013,Michigan,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.383,0.707,2013,10.7,24.5,35.1,1
3644,3,12,1,Florida,3,1,1,116,2013,Florida,3.38,6.94,15.0,1.36,8.3,22.0,577.0,1043.0,0.553,71.9,0.484,0.382,0.688,2013,10.5,24.6,35.1,15
3645,3,12,1,Florida Gulf Coast,15,0,0,117,2013,Florida Gulf Coast,3.76,9.0,14.0,0.95,6.8,20.0,672.0,1282.0,0.524,73.1,0.46,0.339,0.677,2013,11.5,25.1,36.6,3
3646,4,1,2,Michigan,4,1,0,118,2013,Michigan,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.383,0.707,2013,10.7,24.5,35.1,3
3647,4,1,2,Florida,3,0,1,119,2013,Florida,3.38,6.94,15.0,1.36,8.3,22.0,577.0,1043.0,0.553,71.9,0.484,0.382,0.688,2013,10.5,24.6,35.1,4
3648,1,8,1,Louisville,1,1,1,120,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,9
3649,1,8,1,Wichita State,9,0,0,121,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,1
3650,4,0,0,Syracuse,4,9999,9999,122,2013,Syracuse,6.2,8.89,14.5,1.15,6.1,18.0,687.0,1408.0,0.488,71.3,0.44,0.334,0.675,2013,14.5,24.2,38.7,4
3651,4,0,0,Michigan,4,9999,9999,123,2013,Michigan,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.383,0.707,2013,10.7,24.5,35.1,4
3652,1,3,1,Louisville,1,1,1,124,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,4
3653,1,3,1,Michigan,4,0,0,125,2013,Michigan,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.383,0.707,2013,10.7,24.5,35.1,1
3654,1,15,1,Wichita State,1,1,1,0,2014,Wichita State,5.15,6.97,13.5,1.3,6.9,20.0,612.0,1170.0,0.523,75.5,0.459,0.348,0.73,2014,11.9,26.7,38.6,16
3655,1,15,1,Cal Poly,16,0,0,1,2014,Cal Poly,2.75,5.84,11.7,1.3,6.5,19.0,506.0,1130.0,0.448,63.2,0.41,0.339,0.693,2014,11.1,21.3,32.3,1
3656,8,1,1,Kentucky,8,1,1,2,2014,Kentucky,6.18,4.79,11.6,0.95,5.2,16.0,668.0,1325.0,0.504,76.4,0.454,0.326,0.679,2014,14.7,26.6,41.3,9
3657,8,1,1,Kansas State,9,0,0,3,2014,Kansas State,2.97,6.19,15.5,1.26,6.0,18.0,586.0,1210.0,0.484,69.7,0.436,0.334,0.658,2014,12.4,23.6,36.0,8
3658,5,7,1,Saint Louis,5,1,1,4,2014,Saint Louis,4.19,7.41,14.3,1.13,5.7,18.0,596.0,1184.0,0.503,70.0,0.443,0.319,0.708,2014,10.2,26.0,36.3,12
3659,5,7,1,NC State,12,0,0,5,2014,NC State,3.97,4.76,12.9,1.24,4.5,15.0,741.0,1445.0,0.513,70.8,0.459,0.303,0.661,2014,11.9,22.4,34.3,5
3660,4,9,1,Louisville,4,1,1,6,2014,Louisville,4.62,10.12,15.7,1.52,8.1,22.0,709.0,1337.0,0.53,82.1,0.474,0.371,0.659,2014,13.7,24.2,37.9,13
3661,4,9,1,Manhattan,13,0,0,7,2014,Manhattan,6.09,8.28,13.2,0.93,6.4,17.0,600.0,1227.0,0.489,77.4,0.451,0.367,0.662,2014,12.8,24.8,37.6,4
3662,11,5,2,UMass,6,0,1,8,2014,UMass,5.53,6.81,15.2,1.12,5.4,16.0,698.0,1394.0,0.501,76.1,0.46,0.347,0.682,2014,12.2,26.4,38.6,11
3663,11,5,2,Tennessee,11,1,0,9,2014,Tennessee,4.85,5.24,12.6,1.18,5.7,17.0,627.0,1263.0,0.496,71.3,0.447,0.336,0.71,2014,13.7,25.1,38.8,6
3664,14,11,2,Duke,3,0,1,10,2014,Duke,3.06,7.0,14.6,1.52,8.9,23.0,590.0,1145.0,0.515,79.1,0.466,0.391,0.727,2014,11.9,22.5,34.5,14
3665,14,11,2,Mercer,14,1,0,11,2014,Mercer,4.21,6.03,16.4,1.38,8.1,21.0,656.0,1242.0,0.528,79.3,0.475,0.384,0.732,2014,11.7,26.3,38.0,3
3666,7,3,1,Texas,7,1,1,12,2014,Texas,6.0,5.76,12.8,1.03,5.1,16.0,682.0,1454.0,0.469,74.1,0.431,0.324,0.664,2014,15.1,26.7,41.8,10
3667,7,3,1,Arizona State,10,0,0,13,2014,Arizona State,5.66,5.16,14.2,1.24,8.1,21.0,549.0,1123.0,0.489,75.0,0.45,0.386,0.694,2014,8.4,27.2,35.6,7
3668,2,13,1,Michigan,2,1,1,14,2014,Michigan,2.5,5.19,14.4,1.53,8.6,22.0,554.0,1034.0,0.536,75.0,0.481,0.398,0.757,2014,8.7,23.2,31.9,15
3669,2,13,1,Wofford,15,0,0,15,2014,Wofford,1.69,6.31,12.9,1.21,6.1,16.0,595.0,1226.0,0.485,67.7,0.451,0.371,0.663,2014,10.8,22.5,33.3,2
3670,8,7,2,Wichita State,1,0,1,16,2014,Wichita State,5.15,6.97,13.5,1.3,6.9,20.0,612.0,1170.0,0.523,75.5,0.459,0.348,0.73,2014,11.9,26.7,38.6,8
3671,8,7,2,Kentucky,8,1,0,17,2014,Kentucky,6.18,4.79,11.6,0.95,5.2,16.0,668.0,1325.0,0.504,76.4,0.454,0.326,0.679,2014,14.7,26.6,41.3,1
3672,4,1,1,Saint Louis,5,0,0,18,2014,Saint Louis,4.19,7.41,14.3,1.13,5.7,18.0,596.0,1184.0,0.503,70.0,0.443,0.319,0.708,2014,10.2,26.0,36.3,4
3673,4,1,1,Louisville,4,1,1,19,2014,Louisville,4.62,10.12,15.7,1.52,8.1,22.0,709.0,1337.0,0.53,82.1,0.474,0.371,0.659,2014,13.7,24.2,37.9,5
3674,11,3,1,Tennessee,11,1,1,20,2014,Tennessee,4.85,5.24,12.6,1.18,5.7,17.0,627.0,1263.0,0.496,71.3,0.447,0.336,0.71,2014,13.7,25.1,38.8,14
3675,11,3,1,Mercer,14,0,0,21,2014,Mercer,4.21,6.03,16.4,1.38,8.1,21.0,656.0,1242.0,0.528,79.3,0.475,0.384,0.732,2014,11.7,26.3,38.0,11
3676,2,5,1,Texas,7,0,0,22,2014,Texas,6.0,5.76,12.8,1.03,5.1,16.0,682.0,1454.0,0.469,74.1,0.431,0.324,0.664,2014,15.1,26.7,41.8,2
