,winner,point_difference,result,name,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed
1101,9,1,2,UCLA,9,1,0,93,1993,UCLA,3.32,6.82,13.1,0.99,5.9,19.0,525.0,1050.0,0.5,69.9,0.441,0.32,0.708,1993,11.9,24.8,36.8,8
1102,12,7,2,New Mexico,5,0,1,94,1993,New Mexico,2.86,7.86,15.0,1.03,6.8,21.0,599.0,1078.0,0.556,77.9,0.474,0.328,0.72,1993,9.6,25.8,35.3,12
1103,12,7,2,George Washington,12,1,0,95,1993,George Washington,4.3,5.48,12.1,0.95,7.5,23.0,427.0,861.0,0.496,67.0,0.425,0.327,0.719,1993,8.1,25.4,33.5,5
1104,13,9,2,Georgia Tech,4,0,1,96,1993,Georgia Tech,4.56,6.78,13.7,0.86,5.1,17.0,547.0,1058.0,0.517,68.8,0.453,0.304,0.667,1993,9.4,26.2,35.6,13
1105,13,9,2,Southern,13,1,0,97,1993,Southern,2.39,6.71,13.4,0.96,5.5,17.0,556.0,1146.0,0.485,68.5,0.435,0.317,0.67,1993,11.0,23.8,34.8,4
1106,6,5,1,Illinois,6,1,1,98,1993,Illinois,2.78,4.93,13.1,1.04,5.6,18.0,557.0,1120.0,0.497,72.5,0.44,0.309,0.726,1993,13.0,27.3,40.4,11
1107,6,5,1,Long Beach State,11,0,0,99,1993,Long Beach State,3.82,5.71,10.7,0.66,5.9,16.0,511.0,1108.0,0.461,66.7,0.43,0.357,0.681,1993,8.9,24.9,33.8,6
1108,3,11,1,Vanderbilt,3,1,1,100,1993,Vanderbilt,3.44,7.19,11.5,0.89,8.3,25.0,423.0,833.0,0.508,71.9,0.431,0.335,0.693,1993,8.9,23.3,32.2,14
1109,3,11,1,Boise State,14,0,0,101,1993,Boise State,1.41,5.79,13.2,1.05,8.6,25.0,518.0,964.0,0.537,76.9,0.457,0.348,0.752,1993,8.4,25.8,34.2,3
1110,7,3,1,Temple,7,1,1,102,1993,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1993,9.7,28.2,37.9,10
1111,7,3,1,Missouri,10,0,0,103,1993,Missouri,3.11,6.85,11.5,0.81,6.9,23.0,426.0,874.0,0.487,67.4,0.413,0.306,0.773,1993,10.6,24.0,34.6,7
1112,15,13,2,Arizona,2,0,1,104,1993,Arizona,3.85,6.67,15.6,1.37,7.3,20.0,537.0,1060.0,0.507,78.1,0.456,0.359,0.732,1993,10.7,26.8,37.5,15
1113,15,13,2,Santa Clara,15,1,0,105,1993,Santa Clara,3.66,6.83,15.8,1.14,7.6,21.0,561.0,1058.0,0.53,76.0,0.467,0.359,0.736,1993,7.5,26.8,34.2,2
1114,1,8,1,Michigan,1,1,1,106,1993,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1993,9.1,28.0,37.0,9
1115,1,8,1,UCLA,9,0,0,107,1993,UCLA,3.32,6.82,13.1,0.99,5.9,19.0,525.0,1050.0,0.5,69.9,0.441,0.32,0.708,1993,11.9,24.8,36.8,1
1116,12,1,1,George Washington,12,1,1,108,1993,George Washington,4.3,5.48,12.1,0.95,7.5,23.0,427.0,861.0,0.496,67.0,0.425,0.327,0.719,1993,8.1,25.4,33.5,13
1117,12,1,1,Southern,13,0,0,109,1993,Southern,2.39,6.71,13.4,0.96,5.5,17.0,556.0,1146.0,0.485,68.5,0.435,0.317,0.67,1993,11.0,23.8,34.8,12
1118,3,3,1,Illinois,6,0,0,110,1993,Illinois,2.78,4.93,13.1,1.04,5.6,18.0,557.0,1120.0,0.497,72.5,0.44,0.309,0.726,1993,13.0,27.3,40.4,3
1119,3,3,1,Vanderbilt,3,1,1,111,1993,Vanderbilt,3.44,7.19,11.5,0.89,8.3,25.0,423.0,833.0,0.508,71.9,0.431,0.335,0.693,1993,8.9,23.3,32.2,6
1120,7,8,1,Temple,7,1,1,112,1993,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1993,9.7,28.2,37.9,15
1121,7,8,1,Santa Clara,15,0,0,113,1993,Santa Clara,3.66,6.83,15.8,1.14,7.6,21.0,561.0,1058.0,0.53,76.0,0.467,0.359,0.736,1993,7.5,26.8,34.2,7
1122,1,11,1,Michigan,1,1,1,114,1993,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1993,9.1,28.0,37.0,12
1123,1,11,1,George Washington,12,0,0,115,1993,George Washington,4.3,5.48,12.1,0.95,7.5,23.0,427.0,861.0,0.496,67.0,0.425,0.327,0.719,1993,8.1,25.4,33.5,1
1124,7,4,2,Vanderbilt,3,0,1,116,1993,Vanderbilt,3.44,7.19,11.5,0.89,8.3,25.0,423.0,833.0,0.508,71.9,0.431,0.335,0.693,1993,8.9,23.3,32.2,7
1125,7,4,2,Temple,7,1,0,117,1993,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1993,9.7,28.2,37.9,3
1126,1,6,1,Michigan,1,1,1,118,1993,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1993,9.1,28.0,37.0,7
1127,1,6,1,Temple,7,0,0,119,1993,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1993,9.7,28.2,37.9,1
1128,1,1,1,UNC,1,1,1,120,1993,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1993,13.9,28.7,42.6,2
1129,1,1,1,Kansas,2,0,0,121,1993,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1993,10.4,28.1,38.5,1
1130,1,0,0,Kentucky,1,9999,9999,122,1993,Kentucky,5.26,5.19,13.7,1.09,4.8,15.0,567.0,1115.0,0.509,74.9,0.461,0.327,0.791,1993,9.7,27.7,37.4,1
1131,1,0,0,Michigan,1,9999,9999,123,1993,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1993,9.1,28.0,37.0,1
1132,1,0,0,UNC,1,9999,9999,124,1993,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1993,13.9,28.7,42.6,1
1133,1,0,0,Michigan,1,9999,9999,125,1993,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1993,9.1,28.0,37.0,1
1134,1,15,1,UNC,1,1,1,0,1994,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1994,13.9,28.7,42.6,16
1135,1,15,1,Liberty,16,0,0,1,1994,Liberty,2.75,5.68,13.0,1.35,7.6,21.0,472.0,857.0,0.551,68.3,0.472,0.359,0.71,1994,7.9,26.0,34.0,1
1136,9,1,2,Washington State,8,0,1,2,1994,Washington State,2.54,6.75,11.7,1.01,7.5,24.0,470.0,1038.0,0.453,69.3,0.395,0.308,0.728,1994,10.9,25.1,36.0,9
1137,9,1,2,Boston College,9,1,0,3,1994,Boston College,2.57,8.11,12.4,0.93,6.7,22.0,467.0,989.0,0.472,64.8,0.406,0.301,0.664,1994,9.4,23.4,32.7,8
1138,5,7,1,Indiana,5,1,1,4,1994,Indiana,4.33,5.59,13.0,0.99,5.4,17.0,543.0,1076.0,0.505,72.4,0.451,0.324,0.683,1994,11.3,26.3,37.6,12
1139,5,7,1,Ohio,12,0,0,5,1994,Ohio,2.41,6.59,14.5,1.12,8.5,25.0,467.0,905.0,0.516,70.8,0.445,0.347,0.677,1994,9.7,25.7,35.4,5
1140,4,9,1,Temple,4,1,1,6,1994,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1994,9.7,28.2,37.9,13
1141,4,9,1,Drexel,13,0,0,7,1994,Drexel,2.97,5.79,14.8,1.01,7.4,21.0,512.0,1030.0,0.497,69.4,0.445,0.357,0.705,1994,10.4,24.8,35.2,4
1142,11,5,2,Nebraska,6,0,1,8,1994,Nebraska,2.41,6.7,14.3,1.27,8.2,25.0,475.0,1001.0,0.475,70.7,0.413,0.324,0.605,1994,8.8,26.2,35.0,11
1143,11,5,2,Penn,11,1,0,9,1994,Pennsylvania,3.26,5.7,14.8,1.18,8.6,27.0,425.0,770.0,0.552,73.1,0.45,0.321,0.681,1994,8.2,27.9,36.1,6
1144,3,11,1,Florida,3,1,1,10,1994,Florida,3.93,6.0,11.5,0.94,7.1,21.0,492.0,954.0,0.516,72.3,0.451,0.342,0.728,1994,10.4,25.3,35.7,14
1145,3,11,1,James Madison,14,0,0,11,1994,James Madison,3.15,6.67,12.3,0.99,7.7,24.0,471.0,979.0,0.481,72.5,0.416,0.318,0.648,1994,10.4,27.7,38.1,3
1146,10,3,2,Alabama-Birmingham,7,0,1,12,1994,UAB,2.86,5.86,10.5,0.71,5.3,16.0,531.0,1040.0,0.511,66.5,0.453,0.322,0.695,1994,10.5,26.2,36.6,10
1147,10,3,2,George Washington,10,1,0,13,1994,George Washington,4.3,5.48,12.1,0.95,7.5,23.0,427.0,861.0,0.496,67.0,0.425,0.327,0.719,1994,8.1,25.4,33.5,7
1148,2,13,1,UConn,2,1,1,14,1994,UConn,6.26,7.0,12.8,0.89,7.1,22.0,484.0,1051.0,0.461,71.7,0.414,0.33,0.734,1994,12.6,25.4,38.0,15
1149,2,13,1,Rider,15,0,0,15,1994,Rider,2.48,6.59,13.2,0.94,6.3,20.0,517.0,1044.0,0.495,71.7,0.436,0.321,0.65,1994,11.2,27.1,38.3,2
1150,9,8,2,UNC,1,0,1,16,1994,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1994,13.9,28.7,42.6,9
1151,9,8,2,Boston College,9,1,0,17,1994,Boston College,2.57,8.11,12.4,0.93,6.7,22.0,467.0,989.0,0.472,64.8,0.406,0.301,0.664,1994,9.4,23.4,32.7,1
1152,5,1,2,Indiana,5,1,0,18,1994,Indiana,4.33,5.59,13.0,0.99,5.4,17.0,543.0,1076.0,0.505,72.4,0.451,0.324,0.683,1994,11.3,26.3,37.6,4
1153,5,1,2,Temple,4,0,1,19,1994,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1994,9.7,28.2,37.9,5
1154,3,8,1,Penn,11,0,0,20,1994,Pennsylvania,3.26,5.7,14.8,1.18,8.6,27.0,425.0,770.0,0.552,73.1,0.45,0.321,0.681,1994,8.2,27.9,36.1,3
1155,3,8,1,Florida,3,1,1,21,1994,Florida,3.93,6.0,11.5,0.94,7.1,21.0,492.0,954.0,0.516,72.3,0.451,0.342,0.728,1994,10.4,25.3,35.7,11
1156,2,8,1,George Washington,10,0,0,22,1994,George Washington,4.3,5.48,12.1,0.95,7.5,23.0,427.0,861.0,0.496,67.0,0.425,0.327,0.719,1994,8.1,25.4,33.5,2
1157,2,8,1,UConn,2,1,1,23,1994,UConn,6.26,7.0,12.8,0.89,7.1,22.0,484.0,1051.0,0.461,71.7,0.414,0.33,0.734,1994,12.6,25.4,38.0,10
1158,9,4,2,Boston College,9,1,0,24,1994,Boston College,2.57,8.11,12.4,0.93,6.7,22.0,467.0,989.0,0.472,64.8,0.406,0.301,0.664,1994,9.4,23.4,32.7,5
1159,9,4,2,Indiana,5,0,1,25,1994,Indiana,4.33,5.59,13.0,0.99,5.4,17.0,543.0,1076.0,0.505,72.4,0.451,0.324,0.683,1994,11.3,26.3,37.6,9
1160,3,1,2,Florida,3,1,0,26,1994,Florida,3.93,6.0,11.5,0.94,7.1,21.0,492.0,954.0,0.516,72.3,0.451,0.342,0.728,1994,10.4,25.3,35.7,2
1161,3,1,2,UConn,2,0,1,27,1994,UConn,6.26,7.0,12.8,0.89,7.1,22.0,484.0,1051.0,0.461,71.7,0.414,0.33,0.734,1994,12.6,25.4,38.0,3
1162,3,6,1,Boston College,9,0,0,28,1994,Boston College,2.57,8.11,12.4,0.93,6.7,22.0,467.0,989.0,0.472,64.8,0.406,0.301,0.664,1994,9.4,23.4,32.7,3
1163,3,6,1,Florida,3,1,1,29,1994,Florida,3.93,6.0,11.5,0.94,7.1,21.0,492.0,954.0,0.516,72.3,0.451,0.342,0.728,1994,10.4,25.3,35.7,9
1164,1,15,1,Arkansas,1,1,1,30,1994,Arkansas,3.67,8.37,11.7,0.98,7.1,22.0,487.0,953.0,0.511,74.0,0.437,0.32,0.727,1994,7.6,24.2,31.8,16
1165,1,15,1,North Carolina A&T,16,0,0,31,1994,North Carolina A&T,3.69,8.41,14.1,0.9,5.7,19.0,570.0,1179.0,0.483,71.3,0.422,0.294,0.604,1994,11.6,27.6,39.1,1
1166,9,1,2,Illinois,8,0,1,32,1994,Illinois,2.78,4.93,13.1,1.04,5.6,18.0,557.0,1120.0,0.497,72.5,0.44,0.309,0.726,1994,13.0,27.3,40.4,9
1167,9,1,2,Georgetown,9,1,0,33,1994,Georgetown,4.26,6.15,15.1,1.12,6.2,18.0,548.0,1139.0,0.481,75.8,0.441,0.345,0.776,1994,12.1,26.9,39.0,8
1168,12,7,2,UCLA,5,0,1,34,1994,UCLA,3.32,6.82,13.1,0.99,5.9,19.0,525.0,1050.0,0.5,69.9,0.441,0.32,0.708,1994,11.9,24.8,36.8,12
1169,12,7,2,Tulsa,12,1,0,35,1994,Tulsa,2.41,7.63,12.6,0.95,5.6,18.0,498.0,971.0,0.513,68.8,0.445,0.309,0.71,1994,9.0,26.0,34.9,5
1170,4,9,1,Oklahoma State,4,1,1,36,1994,Oklahoma State,3.93,6.86,11.5,0.89,5.9,19.0,486.0,1045.0,0.465,66.7,0.411,0.307,0.734,1994,10.6,25.8,36.4,13
1171,4,9,1,New Mexico State,13,0,0,37,1994,New Mexico State,1.75,6.29,14.5,1.07,9.0,25.0,447.0,812.0,0.55,71.5,0.46,0.356,0.709,1994,10.7,24.2,34.9,4
1172,6,5,1,Texas,6,1,1,38,1994,Texas,4.46,5.54,12.1,0.88,8.0,24.0,451.0,904.0,0.499,64.6,0.431,0.339,0.675,1994,9.3,22.8,32.0,11
1173,6,5,1,Western Kentucky,11,0,0,39,1994,Western Kentucky,4.15,6.56,11.1,0.91,6.8,20.0,510.0,969.0,0.526,75.5,0.456,0.333,0.786,1994,8.3,25.4,33.7,6
1174,3,11,1,Michigan,3,1,1,40,1994,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1994,9.1,28.0,37.0,14
1175,3,11,1,Pepperdine,14,0,0,41,1994,Pepperdine,3.59,6.38,14.8,1.17,7.9,23.0,530.0,1089.0,0.487,76.2,0.435,0.35,0.795,1994,9.7,24.3,34.0,3
1176,10,3,2,Saint Louis,7,0,1,42,1994,Saint Louis,4.15,7.67,14.2,1.12,5.5,16.0,562.0,1150.0,0.489,71.6,0.447,0.337,0.585,1994,12.7,26.8,39.5,10
1177,10,3,2,Maryland,10,1,0,43,1994,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,1994,11.2,27.5,38.7,7
1178,2,13,1,UMass,2,1,1,44,1994,UMass,3.07,7.04,13.1,0.98,7.4,23.0,469.0,952.0,0.493,68.7,0.426,0.324,0.691,1994,9.4,23.3,32.7,15
1179,2,13,1,Texas State,15,0,0,45,1994,Texas State,3.0,6.52,13.8,1.23,5.3,16.0,598.0,1183.0,0.505,72.9,0.457,0.333,0.762,1994,9.9,24.0,33.9,2
1180,1,8,1,Arkansas,1,1,1,46,1994,Arkansas,3.67,8.37,11.7,0.98,7.1,22.0,487.0,953.0,0.511,74.0,0.437,0.32,0.727,1994,7.6,24.2,31.8,9
1181,1,8,1,Georgetown,9,0,0,47,1994,Georgetown,4.26,6.15,15.1,1.12,6.2,18.0,548.0,1139.0,0.481,75.8,0.441,0.345,0.776,1994,12.1,26.9,39.0,1
1182,12,8,2,Tulsa,12,1,0,48,1994,Tulsa,2.41,7.63,12.6,0.95,5.6,18.0,498.0,971.0,0.513,68.8,0.445,0.309,0.71,1994,9.0,26.0,34.9,4
1183,12,8,2,Oklahoma State,4,0,1,49,1994,Oklahoma State,3.93,6.86,11.5,0.89,5.9,19.0,486.0,1045.0,0.465,66.7,0.411,0.307,0.734,1994,10.6,25.8,36.4,12
1184,3,3,1,Texas,6,0,0,50,1994,Texas,4.46,5.54,12.1,0.88,8.0,24.0,451.0,904.0,0.499,64.6,0.431,0.339,0.675,1994,9.3,22.8,32.0,3
1185,3,3,1,Michigan,3,1,1,51,1994,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1994,9.1,28.0,37.0,6
1186,10,8,2,Maryland,10,1,0,52,1994,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,1994,11.2,27.5,38.7,2
1187,10,8,2,UMass,2,0,1,53,1994,UMass,3.07,7.04,13.1,0.98,7.4,23.0,469.0,952.0,0.493,68.7,0.426,0.324,0.691,1994,9.4,23.3,32.7,10
1188,1,11,1,Arkansas,1,1,1,54,1994,Arkansas,3.67,8.37,11.7,0.98,7.1,22.0,487.0,953.0,0.511,74.0,0.437,0.32,0.727,1994,7.6,24.2,31.8,12
1189,1,11,1,Tulsa,12,0,0,55,1994,Tulsa,2.41,7.63,12.6,0.95,5.6,18.0,498.0,971.0,0.513,68.8,0.445,0.309,0.71,1994,9.0,26.0,34.9,1
1190,3,7,1,Michigan,3,1,1,56,1994,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1994,9.1,28.0,37.0,10
1191,3,7,1,Maryland,10,0,0,57,1994,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,1994,11.2,27.5,38.7,3
1192,1,2,1,Arkansas,1,1,1,58,1994,Arkansas,3.67,8.37,11.7,0.98,7.1,22.0,487.0,953.0,0.511,74.0,0.437,0.32,0.727,1994,7.6,24.2,31.8,3
1193,1,2,1,Michigan,3,0,0,59,1994,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1994,9.1,28.0,37.0,1
1194,1,15,1,Purdue,1,1,1,60,1994,Purdue,3.43,6.46,13.5,1.18,7.4,22.0,506.0,1077.0,0.47,68.3,0.424,0.342,0.67,1994,12.5,23.9,36.4,16
1195,1,15,1,UCF,16,0,0,61,1994,UCF,3.08,6.46,13.5,0.99,6.9,22.0,463.0,939.0,0.493,69.0,0.426,0.315,0.708,1994,10.5,25.1,35.5,1
1196,9,1,2,Providence,8,0,1,62,1994,Providence,3.46,8.36,14.8,1.09,7.2,22.0,486.0,1064.0,0.457,70.8,0.408,0.324,0.687,1994,13.4,24.6,38.1,9
1197,9,1,2,Alabama,9,1,0,63,1994,Alabama,4.63,6.33,14.7,0.97,11.0,31.0,465.0,882.0,0.527,83.3,0.443,0.355,0.696,1994,11.5,28.5,40.0,8
1198,5,7,1,Wake Forest,5,1,1,64,1994,Wake Forest,2.88,4.92,12.2,0.85,6.4,19.0,454.0,973.0,0.467,71.5,0.423,0.337,0.744,1994,10.3,27.7,38.0,12
1199,5,7,1,College of Charleston,12,0,0,65,1994,Charleston,2.57,6.5,10.9,0.98,7.3,22.0,477.0,944.0,0.505,69.8,0.439,0.336,0.764,1994,7.8,25.1,32.9,5
1200,4,9,1,Kansas,4,1,1,66,1994,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1994,10.4,28.1,38.5,13
1201,4,9,1,Chattanooga,13,0,0,67,1994,Chattanooga,1.45,4.72,14.3,1.19,8.7,25.0,512.0,979.0,0.523,73.0,0.452,0.354,0.717,1994,9.4,25.9,35.3,4
1202,6,5,1,Marquette,6,1,1,68,1994,Marquette,4.42,5.19,13.3,0.98,9.9,26.0,388.0,835.0,0.465,77.2,0.426,0.378,0.738,1994,10.3,29.2,39.5,11
1203,6,5,1,Louisiana,11,0,0,69,1994,Louisiana,3.21,5.89,11.1,0.78,7.7,24.0,467.0,985.0,0.474,71.7,0.412,0.321,0.734,1994,10.9,24.8,35.7,6
1204,3,11,1,Kentucky,3,1,1,70,1994,Kentucky,5.26,5.19,13.7,1.09,4.8,15.0,567.0,1115.0,0.509,74.9,0.461,0.327,0.791,1994,9.7,27.7,37.4,14
1205,3,11,1,Tennessee State,14,0,0,71,1994,Tennessee State,4.21,5.24,14.1,0.83,7.5,21.0,555.0,1030.0,0.539,72.5,0.47,0.355,0.647,1994,10.9,27.1,38.0,3
1206,7,3,1,Michigan State,7,1,1,72,1994,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,1994,11.3,29.9,41.2,10
1207,7,3,1,Seton Hall,10,0,0,73,1994,Seton Hall,6.26,7.22,14.3,1.05,7.6,23.0,493.0,940.0,0.524,74.7,0.443,0.323,0.72,1994,10.4,27.2,37.6,7
1208,2,13,1,Duke,2,1,1,74,1994,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1994,12.8,27.5,40.3,15
1209,2,13,1,Texas Southern,15,0,0,75,1994,Texas Southern,2.81,6.15,11.5,0.73,5.3,18.0,529.0,1157.0,0.457,72.1,0.411,0.3,0.7,1994,12.2,25.9,38.1,2
1210,1,8,1,Purdue,1,1,1,76,1994,Purdue,3.43,6.46,13.5,1.18,7.4,22.0,506.0,1077.0,0.47,68.3,0.424,0.342,0.67,1994,12.5,23.9,36.4,9
1211,1,8,1,Alabama,9,0,0,77,1994,Alabama,4.63,6.33,14.7,0.97,11.0,31.0,465.0,882.0,0.527,83.3,0.443,0.355,0.696,1994,11.5,28.5,40.0,1
1212,4,1,1,Wake Forest,5,0,0,78,1994,Wake Forest,2.88,4.92,12.2,0.85,6.4,19.0,454.0,973.0,0.467,71.5,0.423,0.337,0.744,1994,10.3,27.7,38.0,4
1213,4,1,1,Kansas,4,1,1,79,1994,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1994,10.4,28.1,38.5,5
1214,6,3,2,Marquette,6,1,0,80,1994,Marquette,4.42,5.19,13.3,0.98,9.9,26.0,388.0,835.0,0.465,77.2,0.426,0.378,0.738,1994,10.3,29.2,39.5,3
1215,6,3,2,Kentucky,3,0,1,81,1994,Kentucky,5.26,5.19,13.7,1.09,4.8,15.0,567.0,1115.0,0.509,74.9,0.461,0.327,0.791,1994,9.7,27.7,37.4,6
1216,2,5,1,Michigan State,7,0,0,82,1994,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,1994,11.3,29.9,41.2,2
1217,2,5,1,Duke,2,1,1,83,1994,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1994,12.8,27.5,40.3,7
1218,1,3,1,Purdue,1,1,1,84,1994,Purdue,3.43,6.46,13.5,1.18,7.4,22.0,506.0,1077.0,0.47,68.3,0.424,0.342,0.67,1994,12.5,23.9,36.4,4
1219,1,3,1,Kansas,4,0,0,85,1994,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1994,10.4,28.1,38.5,1
1220,2,4,1,Marquette,6,0,0,86,1994,Marquette,4.42,5.19,13.3,0.98,9.9,26.0,388.0,835.0,0.465,77.2,0.426,0.378,0.738,1994,10.3,29.2,39.5,2
1221,2,4,1,Duke,2,1,1,87,1994,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1994,12.8,27.5,40.3,6
1222,2,1,2,Purdue,1,0,1,88,1994,Purdue,3.43,6.46,13.5,1.18,7.4,22.0,506.0,1077.0,0.47,68.3,0.424,0.342,0.67,1994,12.5,23.9,36.4,2
1223,2,1,2,Duke,2,1,0,89,1994,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1994,12.8,27.5,40.3,1
1224,1,15,1,Missouri,1,1,1,90,1994,Missouri,3.11,6.85,11.5,0.81,6.9,23.0,426.0,874.0,0.487,67.4,0.413,0.306,0.773,1994,10.6,24.0,34.6,16
1225,1,15,1,Navy,16,0,0,91,1994,Navy,1.63,5.41,11.3,0.93,6.5,21.0,430.0,894.0,0.481,63.8,0.411,0.303,0.698,1994,11.7,23.7,35.5,1
1226,9,1,2,Cincinnati,8,0,1,92,1994,Cincinnati,4.85,6.67,15.1,1.03,6.6,21.0,519.0,1000.0,0.519,73.5,0.446,0.317,0.676,1994,11.1,27.2,38.3,9
1227,9,1,2,Wisconsin,9,1,0,93,1994,Wisconsin,3.7,4.59,12.3,1.19,8.6,25.0,400.0,824.0,0.485,66.9,0.424,0.348,0.768,1994,8.3,25.6,33.9,8
1228,12,7,2,California,5,0,1,94,1994,California,2.26,4.0,9.1,0.7,5.0,15.0,460.0,1017.0,0.452,62.4,0.421,0.341,0.723,1994,8.0,24.6,32.6,12
1229,12,7,2,Green Bay,12,1,0,95,1994,Green Bay,3.0,7.1,16.3,1.29,8.0,21.0,624.0,1242.0,0.502,81.8,0.459,0.371,0.747,1994,9.9,26.1,36.0,5
1230,4,9,1,Syracuse,4,1,1,96,1994,Syracuse,4.41,7.3,14.2,1.23,8.4,25.0,453.0,890.0,0.509,74.0,0.435,0.337,0.743,1994,10.2,25.3,35.5,13
1231,4,9,1,Hawaii,13,0,0,97,1994,Hawai'i,2.23,5.23,14.0,1.05,7.4,22.0,446.0,913.0,0.488,69.0,0.428,0.332,0.696,1994,9.9,24.4,34.3,4
1232,6,5,1,Minnesota,6,1,1,98,1994,Minnesota,4.81,4.88,15.0,1.3,7.9,25.0,445.0,915.0,0.486,69.8,0.418,0.32,0.704,1994,11.6,27.7,39.2,11
1233,6,5,1,Southern Illinois,11,0,0,99,1994,Southern Illinois,1.9,6.45,11.6,0.96,7.1,21.0,423.0,862.0,0.491,62.6,0.429,0.342,0.718,1994,6.6,23.8,30.4,6
1234,3,11,1,Louisville,3,1,1,100,1994,Louisville,2.76,5.07,14.0,1.16,8.3,22.0,525.0,1045.0,0.502,75.0,0.456,0.379,0.732,1994,11.0,27.9,38.8,14
1235,3,11,1,Boise State,14,0,0,101,1994,Boise State,1.41,5.79,13.2,1.05,8.6,25.0,518.0,964.0,0.537,76.9,0.457,0.348,0.752,1994,8.4,25.8,34.2,3
1236,7,3,1,Virginia,7,1,1,102,1994,Virginia,4.65,5.42,11.6,0.94,5.8,19.0,395.0,821.0,0.481,57.7,0.414,0.304,0.711,1994,8.3,25.9,34.2,10
1237,7,3,1,New Mexico,10,0,0,103,1994,New Mexico,2.86,7.86,15.0,1.03,6.8,21.0,599.0,1078.0,0.556,77.9,0.474,0.328,0.72,1994,9.6,25.8,35.3,7
1238,2,13,1,Arizona,2,1,1,104,1994,Arizona,3.85,6.67,15.6,1.37,7.3,20.0,537.0,1060.0,0.507,78.1,0.456,0.359,0.732,1994,10.7,26.8,37.5,15
