,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,eFG_perc_adv_subtracted,BLKPG_opponent,STPG_opponent,APG_opponent,AST_TO_opponent,_3pm_opponent,_3pa_opponent,_2pm_opponent,_2pa_opponent,_2p_perc_opponent,FG_perc_opponent,_3p_perc_opponent,FT_perc_opponent,ORPG_opponent,DRPG_opponent,RPG_opponent,BLKPG_subtracted,STPG_subtracted,APG_subtracted,AST_TO_subtracted,_3pm_subtracted,_3pa_subtracted,_2pm_subtracted,_2pa_subtracted,_2p_perc_subtracted,PTS_opponent,PTS_subtracted,FG_perc_subtracted,_3p_perc_subtracted,FT_perc_subtracted,ORPG_subtracted,DRPG_subtracted,RPG_subtracted,round,wins,losses,kenpom_adjem,wins_opponent,losses_opponent,kenpom_adjem_opponent,wins_subtracted,losses_subtracted,kenpom_adjem_subtracted
1548,9,4,1,1,2.91,9.38,17.2,1.63,6.4,16.0,771.0,1461.0,0.528,81.8,0.49,0.391,0.7490000000000001,10.1,25.6,35.6,13,18.4,7.62,0.541,6.23,1.17,0.4920000000000001,12.169999999999998,6.45,0.04900000000000005,3.79,6.97,12.5,1.09,5.8,18.0,624.0,1258.0,0.496,0.442,0.325,0.675,10.8,25.5,36.3,-0.8799999999999999,2.410000000000001,4.699999999999998,0.5399999999999998,0.6000000000000005,-2.0,147.0,203.0,0.03200000000000003,73.1,8.700000000000003,0.04799999999999999,0.066,0.07400000000000008,-0.7000000000000011,0.10000000000000142,-0.6999999999999957,1,28.0,9.0,22.53,21.0,13.0,8.93,7.0,-4.0,13.6
1549,9,13,0,0,3.79,6.97,12.5,1.09,5.8,18.0,624.0,1258.0,0.496,73.1,0.442,0.325,0.675,10.8,25.5,36.3,4,6.23,1.17,0.4920000000000001,18.4,7.62,0.541,-12.169999999999998,-6.45,-0.04900000000000005,2.91,9.38,17.2,1.63,6.4,16.0,771.0,1461.0,0.528,0.49,0.391,0.7490000000000001,10.1,25.6,35.6,0.8799999999999999,-2.410000000000001,-4.699999999999998,-0.5399999999999998,-0.6000000000000005,2.0,-147.0,-203.0,-0.03200000000000003,81.8,-8.700000000000003,-0.04799999999999999,-0.066,-0.07400000000000008,0.7000000000000011,-0.10000000000000142,0.6999999999999957,1,21.0,13.0,8.93,28.0,9.0,22.53,-7.0,4.0,-13.6
1550,5,6,0,1,4.5,7.65,12.0,1.08,5.8,18.0,622.0,1220.0,0.51,69.8,0.449,0.326,0.6890000000000001,10.1,24.0,34.1,11,17.84,8.12,0.503,10.55,5.34,0.524,7.289999999999999,2.78,-0.02100000000000002,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,1.89,1.83,-1.0999999999999996,-0.010000000000000007,-0.7999999999999998,1.0,-8.0,-23.0,0.003000000000000003,73.4,-3.6000000000000085,-0.017000000000000015,-0.05199999999999999,0.008000000000000118,-1.5,0.3000000000000007,-1.1999999999999955,1,25.0,10.0,21.3,26.0,11.0,14.25,-1.0,-1.0,7.050000000000002
1551,5,11,1,0,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,73.4,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,6,10.55,5.34,0.524,17.84,8.12,0.503,-7.289999999999999,-2.78,0.02100000000000002,4.5,7.65,12.0,1.08,5.8,18.0,622.0,1220.0,0.51,0.449,0.326,0.6890000000000001,10.1,24.0,34.1,-1.89,-1.83,1.0999999999999996,0.010000000000000007,0.7999999999999998,-1.0,8.0,23.0,-0.003000000000000003,69.8,3.6000000000000085,0.017000000000000015,0.05199999999999999,-0.008000000000000118,1.5,-0.3000000000000007,1.1999999999999955,1,26.0,11.0,14.25,25.0,10.0,21.3,1.0,1.0,-7.050000000000002
1552,11,3,1,1,4.94,8.03,11.9,1.34,5.0,15.0,610.0,1284.0,0.475,68.2,0.4370000000000001,0.335,0.703,13.2,22.1,35.3,14,16.05,7.25,0.482,1.73,-1.45,0.52,14.32,8.7,-0.038000000000000034,3.44,5.94,11.4,0.81,6.0,18.0,571.0,1060.0,0.539,0.466,0.332,0.7240000000000001,9.8,25.1,34.9,1.5000000000000004,2.089999999999999,0.5,0.53,-1.0,-3.0,39.0,224.0,-0.06400000000000006,72.5,-4.299999999999997,-0.028999999999999918,0.003000000000000003,-0.02100000000000013,3.3999999999999986,-3.0,0.3999999999999986,1,28.0,6.0,21.62,23.0,10.0,3.36,5.0,-4.0,18.26
1553,11,14,0,0,3.44,5.94,11.4,0.81,6.0,18.0,571.0,1060.0,0.539,72.5,0.466,0.332,0.7240000000000001,9.8,25.1,34.9,3,1.73,-1.45,0.52,16.05,7.25,0.482,-14.32,-8.7,0.038000000000000034,4.94,8.03,11.9,1.34,5.0,15.0,610.0,1284.0,0.475,0.4370000000000001,0.335,0.703,13.2,22.1,35.3,-1.5000000000000004,-2.089999999999999,-0.5,-0.53,1.0,3.0,-39.0,-224.0,0.06400000000000006,68.2,4.299999999999997,0.028999999999999918,-0.003000000000000003,0.02100000000000013,-3.3999999999999986,3.0,-0.3999999999999986,1,23.0,10.0,3.36,28.0,6.0,21.62,-5.0,4.0,-18.26
1554,3,7,0,1,5.15,4.85,15.5,1.45,5.8,17.0,635.0,1226.0,0.518,74.6,0.461,0.337,0.727,10.6,27.5,38.2,10,12.72,4.84,0.511,13.42,9.0,0.513,-0.6999999999999993,-4.16,-0.0020000000000000018,4.24,5.09,11.8,1.05,5.9,16.0,639.0,1270.0,0.503,0.46399999999999997,0.371,0.703,9.7,25.2,34.8,0.91,-0.2400000000000002,3.6999999999999993,0.3999999999999999,-0.10000000000000052,1.0,-4.0,-44.0,0.015000000000000013,73.5,1.0999999999999943,-0.003000000000000003,-0.033999999999999975,0.02400000000000001,0.9000000000000004,2.3000000000000007,3.4000000000000057,1,27.0,7.0,17.15,23.0,13.0,16.06,4.0,-6.0,1.09
1555,3,10,1,0,4.24,5.09,11.8,1.05,5.9,16.0,639.0,1270.0,0.503,73.5,0.46399999999999997,0.371,0.703,9.7,25.2,34.8,7,13.42,9.0,0.513,12.72,4.84,0.511,0.6999999999999993,4.16,0.0020000000000000018,5.15,4.85,15.5,1.45,5.8,17.0,635.0,1226.0,0.518,0.461,0.337,0.727,10.6,27.5,38.2,-0.91,0.2400000000000002,-3.6999999999999993,-0.3999999999999999,0.10000000000000052,-1.0,4.0,44.0,-0.015000000000000013,74.6,-1.0999999999999943,0.003000000000000003,0.033999999999999975,-0.02400000000000001,-0.9000000000000004,-2.3000000000000007,-3.4000000000000057,1,23.0,13.0,16.06,27.0,7.0,17.15,-4.0,6.0,-1.09
1556,13,2,1,1,5.67,5.85,15.1,1.15,5.6,16.0,720.0,1293.0,0.557,79.6,0.495,0.345,0.711,11.8,26.3,38.1,15,20.25,11.4,0.542,0.6,-4.34,0.574,19.65,15.74,-0.03199999999999992,2.0,8.82,14.7,1.38,9.2,24.0,556.0,977.0,0.569,0.49,0.39,0.7509999999999999,7.1,19.1,26.2,3.67,-2.9700000000000006,0.4000000000000004,-0.23,-3.6,-8.0,164.0,316.0,-0.0119999999999999,79.0,0.5999999999999943,0.0050000000000000044,-0.04500000000000004,-0.039999999999999925,4.700000000000001,7.1999999999999975,11.900000000000002,1,25.0,10.0,24.6,24.0,10.0,3.96,1.0,0.0,20.64
1557,13,15,0,0,2.0,8.82,14.7,1.38,9.2,24.0,556.0,977.0,0.569,79.0,0.49,0.39,0.7509999999999999,7.1,19.1,26.2,2,0.6,-4.34,0.574,20.25,11.4,0.542,-19.65,-15.74,0.03199999999999992,5.67,5.85,15.1,1.15,5.6,16.0,720.0,1293.0,0.557,0.495,0.345,0.711,11.8,26.3,38.1,-3.67,2.9700000000000006,-0.4000000000000004,0.23,3.6,8.0,-164.0,-316.0,0.0119999999999999,79.6,-0.5999999999999943,-0.0050000000000000044,0.04500000000000004,0.039999999999999925,-4.700000000000001,-7.1999999999999975,-11.900000000000002,1,24.0,10.0,3.96,25.0,10.0,24.6,-1.0,0.0,-20.64
1558,8,1,1,1,2.85,7.15,13.4,1.19,6.8,19.0,581.0,1127.0,0.516,71.0,0.46299999999999997,0.366,0.6659999999999999,11.6,24.0,35.6,9,20.69,8.54,0.522,17.46,7.54,0.507,3.2300000000000004,0.9999999999999992,0.015000000000000013,3.0,7.0,15.6,1.48,5.1,14.0,670.0,1341.0,0.5,0.461,0.35600000000000004,0.711,12.1,23.9,36.1,-0.1499999999999999,0.15000000000000036,-2.2,-0.29000000000000004,1.7000000000000002,5.0,-89.0,-214.0,0.016000000000000014,72.5,-1.5,0.0020000000000000018,0.009999999999999952,-0.04500000000000004,-0.5,0.10000000000000142,-0.5,2,36.0,3.0,28.57,26.0,10.0,21.89,10.0,-7.0,6.68
1559,8,9,0,0,3.0,7.0,15.6,1.48,5.1,14.0,670.0,1341.0,0.5,72.5,0.461,0.35600000000000004,0.711,12.1,23.9,36.1,1,17.46,7.54,0.507,20.69,8.54,0.522,-3.2300000000000004,-0.9999999999999992,-0.015000000000000013,2.85,7.15,13.4,1.19,6.8,19.0,581.0,1127.0,0.516,0.46299999999999997,0.366,0.6659999999999999,11.6,24.0,35.6,0.1499999999999999,-0.15000000000000036,2.2,0.29000000000000004,-1.7000000000000002,-5.0,89.0,214.0,-0.016000000000000014,71.0,1.5,-0.0020000000000000018,-0.009999999999999952,0.04500000000000004,0.5,-0.10000000000000142,0.5,2,26.0,10.0,21.89,36.0,3.0,28.57,-10.0,7.0,-6.68
1560,8,12,0,0,3.06,7.58,16.6,1.49,7.1,20.0,640.0,1209.0,0.529,76.5,0.46399999999999997,0.348,0.708,13.0,20.8,33.8,4,4.82,-6.76,0.525,18.4,7.62,0.541,-13.579999999999998,-14.38,-0.016000000000000014,2.91,9.38,17.2,1.63,6.4,16.0,771.0,1461.0,0.528,0.49,0.391,0.7490000000000001,10.1,25.6,35.6,0.1499999999999999,-1.8000000000000007,-0.5999999999999979,-0.1399999999999999,0.6999999999999993,4.0,-131.0,-252.0,0.0010000000000000009,81.8,-5.299999999999997,-0.025999999999999968,-0.04300000000000004,-0.04100000000000015,2.9000000000000004,-4.800000000000002,-1.8000000000000045,2,32.0,3.0,10.83,28.0,9.0,22.53,4.0,-6.0,-11.7
1561,8,4,1,1,2.91,9.38,17.2,1.63,6.4,16.0,771.0,1461.0,0.528,81.8,0.49,0.391,0.7490000000000001,10.1,25.6,35.6,12,18.4,7.62,0.541,4.82,-6.76,0.525,13.579999999999998,14.38,0.016000000000000014,3.06,7.58,16.6,1.49,7.1,20.0,640.0,1209.0,0.529,0.46399999999999997,0.348,0.708,13.0,20.8,33.8,-0.1499999999999999,1.8000000000000007,0.5999999999999979,0.1399999999999999,-0.6999999999999993,-4.0,131.0,252.0,-0.0010000000000000009,76.5,5.299999999999997,0.025999999999999968,0.04300000000000004,0.04100000000000015,-2.9000000000000004,4.800000000000002,1.8000000000000045,2,28.0,9.0,22.53,32.0,3.0,10.83,-4.0,6.0,11.7
1562,8,11,1,0,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,73.4,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,3,10.55,5.34,0.524,16.05,7.25,0.482,-5.5,-1.91,0.04200000000000004,4.94,8.03,11.9,1.34,5.0,15.0,610.0,1284.0,0.475,0.4370000000000001,0.335,0.703,13.2,22.1,35.3,-2.3300000000000005,-2.209999999999999,1.1999999999999993,-0.25,1.5999999999999996,2.0,20.0,-41.0,0.03200000000000003,68.2,5.200000000000003,0.028999999999999918,0.04299999999999998,-0.02200000000000002,-1.5999999999999996,1.599999999999998,0.0,2,26.0,11.0,14.25,28.0,6.0,21.62,-2.0,5.0,-7.370000000000001
1563,8,3,0,1,4.94,8.03,11.9,1.34,5.0,15.0,610.0,1284.0,0.475,68.2,0.4370000000000001,0.335,0.703,13.2,22.1,35.3,11,16.05,7.25,0.482,10.55,5.34,0.524,5.5,1.91,-0.04200000000000004,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,2.3300000000000005,2.209999999999999,-1.1999999999999993,0.25,-1.5999999999999996,-2.0,-20.0,41.0,-0.03200000000000003,73.4,-5.200000000000003,-0.028999999999999918,-0.04299999999999998,0.02200000000000002,1.5999999999999996,-1.599999999999998,0.0,2,28.0,6.0,21.62,26.0,11.0,14.25,2.0,-5.0,7.370000000000001
1564,8,10,1,0,4.24,5.09,11.8,1.05,5.9,16.0,639.0,1270.0,0.503,73.5,0.46399999999999997,0.371,0.703,9.7,25.2,34.8,2,13.42,9.0,0.513,20.25,11.4,0.542,-6.83,-2.4000000000000004,-0.029000000000000026,5.67,5.85,15.1,1.15,5.6,16.0,720.0,1293.0,0.557,0.495,0.345,0.711,11.8,26.3,38.1,-1.4299999999999995,-0.7599999999999998,-3.299999999999999,-0.09999999999999988,0.3000000000000007,0.0,-81.0,-23.0,-0.05400000000000005,79.6,-6.099999999999994,-0.03099999999999997,0.026000000000000027,-0.008000000000000007,-2.1000000000000014,-1.1000000000000014,-3.3000000000000043,2,23.0,13.0,16.06,25.0,10.0,24.6,-2.0,3.0,-8.540000000000003
1565,8,2,0,1,5.67,5.85,15.1,1.15,5.6,16.0,720.0,1293.0,0.557,79.6,0.495,0.345,0.711,11.8,26.3,38.1,10,20.25,11.4,0.542,13.42,9.0,0.513,6.83,2.4000000000000004,0.029000000000000026,4.24,5.09,11.8,1.05,5.9,16.0,639.0,1270.0,0.503,0.46399999999999997,0.371,0.703,9.7,25.2,34.8,1.4299999999999995,0.7599999999999998,3.299999999999999,0.09999999999999988,-0.3000000000000007,0.0,81.0,23.0,0.05400000000000005,73.5,6.099999999999994,0.03099999999999997,-0.026000000000000027,0.008000000000000007,2.1000000000000014,1.1000000000000014,3.3000000000000043,2,25.0,10.0,24.6,23.0,13.0,16.06,2.0,-3.0,8.540000000000003
1566,3,1,1,1,2.85,7.15,13.4,1.19,6.8,19.0,581.0,1127.0,0.516,71.0,0.46299999999999997,0.366,0.6659999999999999,11.6,24.0,35.6,4,20.69,8.54,0.522,18.4,7.62,0.541,2.2900000000000027,0.9199999999999988,-0.019000000000000017,2.91,9.38,17.2,1.63,6.4,16.0,771.0,1461.0,0.528,0.49,0.391,0.7490000000000001,10.1,25.6,35.6,-0.06000000000000005,-2.2300000000000004,-3.799999999999999,-0.44,0.39999999999999947,3.0,-190.0,-334.0,-0.012000000000000007,81.8,-10.799999999999995,-0.02699999999999997,-0.025000000000000026,-0.08300000000000017,1.5,-1.6000000000000014,0.0,3,36.0,3.0,28.57,28.0,9.0,22.53,8.0,-6.0,6.039999999999999
1567,3,4,0,0,2.91,9.38,17.2,1.63,6.4,16.0,771.0,1461.0,0.528,81.8,0.49,0.391,0.7490000000000001,10.1,25.6,35.6,1,18.4,7.62,0.541,20.69,8.54,0.522,-2.2900000000000027,-0.9199999999999988,0.019000000000000017,2.85,7.15,13.4,1.19,6.8,19.0,581.0,1127.0,0.516,0.46299999999999997,0.366,0.6659999999999999,11.6,24.0,35.6,0.06000000000000005,2.2300000000000004,3.799999999999999,0.44,-0.39999999999999947,-3.0,190.0,334.0,0.012000000000000007,71.0,10.799999999999995,0.02699999999999997,0.025000000000000026,0.08300000000000017,-1.5,1.6000000000000014,0.0,3,28.0,9.0,22.53,36.0,3.0,28.57,-8.0,6.0,-6.039999999999999
1568,1,11,1,0,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,73.4,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,10,10.55,5.34,0.524,13.42,9.0,0.513,-2.8699999999999988,-3.66,0.01100000000000001,4.24,5.09,11.8,1.05,5.9,16.0,639.0,1270.0,0.503,0.46399999999999997,0.371,0.703,9.7,25.2,34.8,-1.6300000000000003,0.7300000000000004,1.299999999999999,0.040000000000000036,0.6999999999999993,1.0,-9.0,-27.0,0.0040000000000000036,73.5,-0.09999999999999433,0.0020000000000000018,0.007000000000000006,-0.02200000000000002,1.9000000000000004,-1.5,0.5,3,26.0,11.0,14.25,23.0,13.0,16.06,3.0,-2.0,-1.8099999999999987
1569,1,10,0,1,4.24,5.09,11.8,1.05,5.9,16.0,639.0,1270.0,0.503,73.5,0.46399999999999997,0.371,0.703,9.7,25.2,34.8,11,13.42,9.0,0.513,10.55,5.34,0.524,2.8699999999999988,3.66,-0.01100000000000001,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,1.6300000000000003,-0.7300000000000004,-1.299999999999999,-0.040000000000000036,-0.6999999999999993,-1.0,9.0,27.0,-0.0040000000000000036,73.4,0.09999999999999433,-0.0020000000000000018,-0.007000000000000006,0.02200000000000002,-1.9000000000000004,1.5,-0.5,3,23.0,13.0,16.06,26.0,11.0,14.25,-3.0,2.0,1.8099999999999987
1570,10,1,1,1,2.85,7.15,13.4,1.19,6.8,19.0,581.0,1127.0,0.516,71.0,0.46299999999999997,0.366,0.6659999999999999,11.6,24.0,35.6,11,20.69,8.54,0.522,10.55,5.34,0.524,10.14,3.2,-0.0020000000000000018,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,0.2400000000000002,1.33,0.3000000000000007,0.09999999999999988,0.20000000000000007,2.0,-49.0,-116.0,0.009000000000000008,73.4,-2.4000000000000057,-0.003000000000000003,-0.012000000000000007,-0.015000000000000013,0.0,0.3000000000000007,0.30000000000000426,4,36.0,3.0,28.57,26.0,11.0,14.25,10.0,-8.0,14.32
1571,10,11,0,0,2.61,5.82,13.1,1.09,6.6,17.0,630.0,1243.0,0.507,73.4,0.466,0.37799999999999995,0.6809999999999999,11.6,23.7,35.3,1,10.55,5.34,0.524,20.69,8.54,0.522,-10.14,-3.2,0.0020000000000000018,2.85,7.15,13.4,1.19,6.8,19.0,581.0,1127.0,0.516,0.46299999999999997,0.366,0.6659999999999999,11.6,24.0,35.6,-0.2400000000000002,-1.33,-0.3000000000000007,-0.09999999999999988,-0.20000000000000007,-2.0,49.0,116.0,-0.009000000000000008,71.0,2.4000000000000057,0.003000000000000003,0.012000000000000007,0.015000000000000013,0.0,-0.3000000000000007,-0.30000000000000426,4,26.0,11.0,14.25,36.0,3.0,28.57,-10.0,8.0,-14.32
1572,15,1,1,1,3.94,5.42,13.2,1.29,5.5,15.0,581.0,1185.0,0.49,65.8,0.45299999999999996,0.363,0.664,10.9,24.6,35.5,16,18.38,7.86,0.508,-5.21,-6.31,0.491,23.59,14.17,0.017000000000000015,2.85,6.39,10.6,0.75,6.2,18.0,637.0,1310.0,0.486,0.43799999999999994,0.33299999999999996,0.6940000000000001,13.0,26.6,39.6,1.09,-0.9699999999999998,2.6,0.54,-0.7000000000000002,-3.0,-56.0,-125.0,0.0040000000000000036,72.7,-6.900000000000006,0.015000000000000013,0.029999999999999968,-0.030000000000000027,-2.1,-2.0,-4.100000000000001,1,30.0,7.0,26.46,21.0,13.0,-4.98,9.0,-6.0,31.44
1573,15,16,0,0,2.85,6.39,10.6,0.75,6.2,18.0,637.0,1310.0,0.486,72.7,0.43799999999999994,0.33299999999999996,0.6940000000000001,13.0,26.6,39.6,1,-5.21,-6.31,0.491,18.38,7.86,0.508,-23.59,-14.17,-0.017000000000000015,3.94,5.42,13.2,1.29,5.5,15.0,581.0,1185.0,0.49,0.45299999999999996,0.363,0.664,10.9,24.6,35.5,-1.09,0.9699999999999998,-2.6,-0.54,0.7000000000000002,3.0,56.0,125.0,-0.0040000000000000036,65.8,6.900000000000006,-0.015000000000000013,-0.029999999999999968,0.030000000000000027,2.1,2.0,4.100000000000001,1,21.0,13.0,-4.98,30.0,7.0,26.46,-9.0,6.0,-31.44
1574,1,8,1,1,4.75,8.72,17.4,1.29,5.4,16.0,734.0,1378.0,0.5329999999999999,77.6,0.479,0.335,0.649,12.6,25.0,37.6,9,13.02,7.14,0.522,10.6,4.42,0.515,2.42,2.72,0.007000000000000006,4.16,7.06,14.2,1.08,5.8,16.0,629.0,1254.0,0.502,0.46399999999999997,0.369,0.654,11.8,25.6,37.4,0.5899999999999999,1.6600000000000008,3.2,0.21,-0.39999999999999947,0.0,105.0,124.0,0.03099999999999992,73.4,4.199999999999989,0.01499999999999996,-0.033999999999999975,-0.0050000000000000044,0.7999999999999989,-0.6000000000000014,0.20000000000000284,1,24.0,10.0,15.22,24.0,9.0,13.82,0.0,1.0,1.4000000000000004
1575,1,9,0,0,4.16,7.06,14.2,1.08,5.8,16.0,629.0,1254.0,0.502,73.4,0.46399999999999997,0.369,0.654,11.8,25.6,37.4,8,10.6,4.42,0.515,13.02,7.14,0.522,-2.42,-2.72,-0.007000000000000006,4.75,8.72,17.4,1.29,5.4,16.0,734.0,1378.0,0.5329999999999999,0.479,0.335,0.649,12.6,25.0,37.6,-0.5899999999999999,-1.6600000000000008,-3.2,-0.21,0.39999999999999947,0.0,-105.0,-124.0,-0.03099999999999992,77.6,-4.199999999999989,-0.01499999999999996,0.033999999999999975,0.0050000000000000044,-0.7999999999999989,0.6000000000000014,-0.20000000000000284,1,24.0,9.0,13.82,24.0,10.0,15.22,0.0,-1.0,-1.4000000000000004
1576,7,5,0,1,5.52,7.94,12.7,1.15,5.8,17.0,592.0,1263.0,0.469,68.7,0.4270000000000001,0.335,0.7090000000000001,13.4,22.7,36.1,12,15.26,5.28,0.477,10.79,-0.47,0.519,4.4700000000000015,5.75,-0.04200000000000004,4.97,7.83,14.5,1.27,5.7,15.0,574.0,1151.0,0.499,0.467,0.387,0.726,10.6,23.6,34.2,0.5499999999999998,0.11000000000000032,-1.8000000000000007,-0.1200000000000001,0.09999999999999963,2.0,18.0,112.0,-0.030000000000000027,73.6,-4.899999999999992,-0.039999999999999925,-0.05199999999999999,-0.016999999999999904,2.8000000000000007,-0.9000000000000021,1.8999999999999984,1,27.0,7.0,19.24,27.0,5.0,17.58,0.0,2.0,1.66
1577,7,12,1,0,4.97,7.83,14.5,1.27,5.7,15.0,574.0,1151.0,0.499,73.6,0.467,0.387,0.726,10.6,23.6,34.2,5,10.79,-0.47,0.519,15.26,5.28,0.477,-4.4700000000000015,-5.75,0.04200000000000004,5.52,7.94,12.7,1.15,5.8,17.0,592.0,1263.0,0.469,0.4270000000000001,0.335,0.7090000000000001,13.4,22.7,36.1,-0.5499999999999998,-0.11000000000000032,1.8000000000000007,0.1200000000000001,-0.09999999999999963,-2.0,-18.0,-112.0,0.030000000000000027,68.7,4.899999999999992,0.039999999999999925,0.05199999999999999,0.016999999999999904,-2.8000000000000007,0.9000000000000021,-1.8999999999999984,1,27.0,5.0,17.58,27.0,7.0,19.24,0.0,-2.0,-1.66
1578,9,4,1,1,4.79,6.94,17.1,1.49,8.2,21.0,628.0,1216.0,0.516,76.2,0.474,0.39799999999999996,0.69,11.0,26.1,37.0,13,19.35,9.38,0.545,2.73,-1.1,0.504,16.62,10.48,0.041000000000000036,3.59,6.0,10.9,1.13,7.2,21.0,672.0,1346.0,0.499,0.446,0.345,0.7090000000000001,11.1,25.4,36.5,1.2000000000000002,0.9400000000000004,6.200000000000001,0.3600000000000001,0.9999999999999992,0.0,-44.0,-130.0,0.017000000000000015,79.5,-3.299999999999997,0.02799999999999997,0.05300000000000005,-0.019000000000000128,-0.09999999999999963,0.7000000000000028,0.5,1,29.0,9.0,23.92,25.0,10.0,5.83,4.0,-1.0,18.090000000000003
1579,9,13,0,0,3.59,6.0,10.9,1.13,7.2,21.0,672.0,1346.0,0.499,79.5,0.446,0.345,0.7090000000000001,11.1,25.4,36.5,4,2.73,-1.1,0.504,19.35,9.38,0.545,-16.62,-10.48,-0.041000000000000036,4.79,6.94,17.1,1.49,8.2,21.0,628.0,1216.0,0.516,0.474,0.39799999999999996,0.69,11.0,26.1,37.0,-1.2000000000000002,-0.9400000000000004,-6.200000000000001,-0.3600000000000001,-0.9999999999999992,0.0,44.0,130.0,-0.017000000000000015,76.2,3.299999999999997,-0.02799999999999997,-0.05300000000000005,0.019000000000000128,0.09999999999999963,-0.7000000000000028,-0.5,1,25.0,10.0,5.83,29.0,9.0,23.92,-4.0,1.0,-18.090000000000003
1580,5,6,1,1,4.78,7.31,15.6,1.29,4.2,12.0,753.0,1517.0,0.496,76.3,0.46299999999999997,0.336,0.625,14.1,25.7,39.8,11,15.24,8.42,0.499,11.37,7.85,0.483,3.870000000000001,0.5700000000000003,0.016000000000000014,4.85,5.59,13.6,1.17,6.3,18.0,607.0,1319.0,0.46,0.425,0.35,0.7809999999999999,12.4,24.4,36.8,-0.0699999999999994,1.7199999999999998,2.0,0.1200000000000001,-2.1,-6.0,146.0,198.0,0.035999999999999976,73.2,3.0999999999999943,0.038000000000000034,-0.013999999999999957,-0.15599999999999992,1.6999999999999993,1.3000000000000007,3.0,1,24.0,10.0,18.44,23.0,12.0,13.81,1.0,-2.0,4.630000000000001
1581,5,11,0,0,4.85,5.59,13.6,1.17,6.3,18.0,607.0,1319.0,0.46,73.2,0.425,0.35,0.7809999999999999,12.4,24.4,36.8,6,11.37,7.85,0.483,15.24,8.42,0.499,-3.870000000000001,-0.5700000000000003,-0.016000000000000014,4.78,7.31,15.6,1.29,4.2,12.0,753.0,1517.0,0.496,0.46299999999999997,0.336,0.625,14.1,25.7,39.8,0.0699999999999994,-1.7199999999999998,-2.0,-0.1200000000000001,2.1,6.0,-146.0,-198.0,-0.035999999999999976,76.3,-3.0999999999999943,-0.038000000000000034,0.013999999999999957,0.15599999999999992,-1.6999999999999993,-1.3000000000000007,-3.0,1,23.0,12.0,13.81,24.0,10.0,18.44,-1.0,2.0,-4.630000000000001
1582,11,3,1,1,2.94,6.03,18.5,1.76,8.3,24.0,692.0,1268.0,0.546,82.9,0.47100000000000003,0.35100000000000003,0.6940000000000001,10.2,28.6,38.8,14,18.52,9.88,0.542,3.97,-8.03,0.513,14.55,17.91,0.029000000000000026,4.0,7.85,14.8,1.27,5.4,16.0,638.0,1238.0,0.515,0.462,0.33799999999999997,0.727,11.8,23.7,35.5,-1.06,-1.82,3.6999999999999993,0.49,2.9000000000000004,8.0,54.0,30.0,0.031000000000000024,73.9,9.0,0.00899999999999995,0.013000000000000013,-0.03299999999999992,-1.6000000000000014,4.900000000000002,3.299999999999997,1,28.0,8.0,21.07,28.0,6.0,7.98,0.0,2.0,13.09
1583,11,14,0,0,4.0,7.85,14.8,1.27,5.4,16.0,638.0,1238.0,0.515,73.9,0.462,0.33799999999999997,0.727,11.8,23.7,35.5,3,3.97,-8.03,0.513,18.52,9.88,0.542,-14.55,-17.91,-0.029000000000000026,2.94,6.03,18.5,1.76,8.3,24.0,692.0,1268.0,0.546,0.47100000000000003,0.35100000000000003,0.6940000000000001,10.2,28.6,38.8,1.06,1.82,-3.6999999999999993,-0.49,-2.9000000000000004,-8.0,-54.0,-30.0,-0.031000000000000024,82.9,-9.0,-0.00899999999999995,-0.013000000000000013,0.03299999999999992,1.6000000000000014,-4.900000000000002,-3.299999999999997,1,28.0,6.0,7.98,28.0,8.0,21.07,0.0,-2.0,-13.09
