,Unnamed: 0,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,index_everything,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
283,283,1,15,1,North Carolina A&T,16,0,0,31,2013,North Carolina A&T,4.6,7.06,11.1,0.73,5.7,19.0,531.0,1161.0,0.457,62.2,0.399,0.299,0.6579999999999999,2013,10.7,24.7,35.4,1,North Carolina A&T,283,North Carolina A&T,-6.94,-6.3,67.1,92.3,0.45799999999999996,2013,24.81,9.13,66.4,110.3,0.506,-31.75,-15.43,0.6999999999999886,-18.0,-0.04799999999999999,1
284,284,8,1,1,Colorado State,8,1,1,32,2013,Colorado State,2.03,4.88,13.1,1.21,5.1,15.0,669.0,1364.0,0.49,73.1,0.448,0.332,0.713,2013,14.4,26.1,40.4,9,Colorado State,284,Colorado State,13.65,5.89,64.6,112.6,0.495,2013,15.41,6.0,68.2,110.7,0.512,-1.7599999999999998,-0.11000000000000032,-3.6000000000000085,1.8999999999999917,-0.017000000000000015,1
285,285,8,1,1,Missouri,9,0,0,33,2013,Missouri,3.52,6.76,13.9,1.05,6.3,19.0,692.0,1346.0,0.514,76.2,0.46,0.34,0.7390000000000001,2013,13.7,27.8,41.4,8,Missouri,285,Missouri,15.41,6.0,68.2,110.7,0.512,2013,13.65,5.89,64.6,112.6,0.495,1.7599999999999998,0.11000000000000032,3.6000000000000085,-1.8999999999999917,0.017000000000000015,1
286,286,12,7,2,Oklahoma State,5,0,1,34,2013,Oklahoma State,4.75,7.5,12.1,0.97,5.6,18.0,615.0,1239.0,0.496,72.4,0.44,0.316,0.75,2013,10.9,25.5,36.4,12,Oklahoma State,286,Oklahoma State,15.57,6.73,67.3,104.8,0.488,2013,13.82,5.77,68.8,102.4,0.493,1.75,0.9600000000000009,-1.5,2.3999999999999915,-0.0050000000000000044,1
287,287,12,7,2,Oregon,12,1,0,35,2013,Oregon,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.32299999999999995,0.71,2013,12.2,25.2,37.4,5,Oregon,287,Oregon,13.82,5.77,68.8,102.4,0.493,2013,15.57,6.73,67.3,104.8,0.488,-1.75,-0.9600000000000009,1.5,-2.3999999999999915,0.0050000000000000044,1
288,288,4,9,1,Saint Louis,4,1,1,36,2013,Saint Louis,3.19,7.47,12.9,1.14,6.2,18.0,547.0,1094.0,0.5,68.9,0.447,0.34700000000000003,0.7090000000000001,2013,9.1,23.8,32.8,13,Saint Louis,288,Saint Louis,14.33,4.28,64.5,105.0,0.504,2013,5.11,0.7,65.2,102.5,0.493,9.22,3.58,-0.7000000000000028,2.5,0.01100000000000001,1
289,289,4,9,1,New Mexico State,13,0,0,37,2013,New Mexico State,5.47,5.56,11.5,0.8,4.0,12.0,680.0,1345.0,0.506,68.0,0.461,0.32,0.6559999999999999,2013,12.0,25.6,37.6,4,New Mexico State,289,New Mexico State,5.11,0.7,65.2,102.5,0.493,2013,14.33,4.28,64.5,105.0,0.504,-9.22,-3.58,0.7000000000000028,-2.5,-0.01100000000000001,1
290,290,6,5,1,Memphis,6,1,1,38,2013,Memphis,6.29,8.97,17.2,1.18,6.2,16.0,727.0,1404.0,0.518,75.9,0.479,0.379,0.6659999999999999,2013,12.3,25.5,37.8,11,Memphis,290,Memphis,12.26,2.7,69.5,106.3,0.524,2013,14.51,3.31,64.5,115.2,0.54,-2.25,-0.6099999999999999,5.0,-8.900000000000006,-0.016000000000000014,1
291,291,6,5,1,Saint Mary's,11,0,0,39,2013,Saint Mary's,2.97,6.27,14.7,1.22,7.9,21.0,608.0,1136.0,0.535,75.5,0.474,0.375,0.726,2013,12.1,25.0,37.1,6,Saint Mary's (CA),291,Saint Mary's (CA),14.51,3.31,64.5,115.2,0.54,2013,12.26,2.7,69.5,106.3,0.524,2.25,0.6099999999999999,-5.0,8.900000000000006,0.016000000000000014,1
292,292,3,11,1,Michigan State,3,1,1,40,2013,Michigan State,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.7170000000000001,2013,11.5,25.8,37.3,14,Michigan State,292,Michigan State,18.64,10.55,64.7,105.1,0.505,2013,7.15,-1.13,65.1,108.9,0.5589999999999999,11.49,11.68,-0.3999999999999915,-3.8000000000000114,-0.05400000000000005,1
293,293,3,11,1,Valparaiso,14,0,0,41,2013,Valparaiso,3.3,6.67,13.8,0.95,7.5,20.0,558.0,990.0,0.564,71.7,0.489,0.376,0.732,2013,8.9,24.0,32.9,3,Valparaiso,293,Valparaiso,7.15,-1.13,65.1,108.9,0.5589999999999999,2013,18.64,10.55,64.7,105.1,0.505,-11.49,-11.68,0.3999999999999915,3.8000000000000114,0.05400000000000005,1
294,294,7,3,1,Creighton,7,1,1,42,2013,Creighton,2.59,5.0,17.2,1.4,8.8,21.0,609.0,1079.0,0.564,75.4,0.508,0.421,0.75,2013,8.4,26.8,35.2,10,Creighton,294,Creighton,16.44,5.16,65.0,114.5,0.5820000000000001,2013,14.46,6.93,64.9,101.4,0.462,1.9800000000000004,-1.7699999999999996,0.09999999999999433,13.099999999999996,0.11999999999999995,1
295,295,7,3,1,Cincinnati,10,0,0,43,2013,Cincinnati,6.18,7.0,12.2,0.95,6.8,21.0,539.0,1190.0,0.453,66.6,0.402,0.317,0.649,2013,14.4,25.6,40.0,7,Cincinnati,295,Cincinnati,14.46,6.93,64.9,101.4,0.462,2013,16.44,5.16,65.0,114.5,0.5820000000000001,-1.9800000000000004,1.7699999999999996,-0.09999999999999433,-13.099999999999996,-0.11999999999999995,1
296,296,2,13,1,Duke,2,1,1,44,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,15,Duke,296,Duke,21.43,9.54,68.2,113.1,0.539,2013,-0.87,-4.53,62.8,102.1,0.496,22.3,14.07,5.400000000000006,11.0,0.04300000000000004,1
297,297,2,13,1,Albany (NY),15,0,0,45,2013,Albany,2.03,5.44,11.2,0.84,6.0,16.0,538.0,1136.0,0.474,64.4,0.438,0.364,0.7340000000000001,2013,9.9,23.7,33.6,2,Albany (NY),297,Albany (NY),-0.87,-4.53,62.8,102.1,0.496,2013,21.43,9.54,68.2,113.1,0.539,-22.3,-14.07,-5.400000000000006,-11.0,-0.04300000000000004,1
298,298,1,7,1,Louisville,1,1,1,46,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,8,Louisville,298,Louisville,24.81,9.13,66.4,110.3,0.506,2013,13.65,5.89,64.6,112.6,0.495,11.159999999999998,3.240000000000001,1.8000000000000114,-2.299999999999997,0.01100000000000001,2
299,299,1,7,1,Colorado State,8,0,0,47,2013,Colorado State,2.03,4.88,13.1,1.21,5.1,15.0,669.0,1364.0,0.49,73.1,0.448,0.332,0.713,2013,14.4,26.1,40.4,1,Colorado State,299,Colorado State,13.65,5.89,64.6,112.6,0.495,2013,24.81,9.13,66.4,110.3,0.506,-11.159999999999998,-3.240000000000001,-1.8000000000000114,2.299999999999997,-0.01100000000000001,2
300,300,12,8,2,Oregon,12,1,0,48,2013,Oregon,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.32299999999999995,0.71,2013,12.2,25.2,37.4,4,Oregon,300,Oregon,13.82,5.77,68.8,102.4,0.493,2013,14.33,4.28,64.5,105.0,0.504,-0.5099999999999998,1.489999999999999,4.299999999999997,-2.5999999999999943,-0.01100000000000001,2
301,301,12,8,2,Saint Louis,4,0,1,49,2013,Saint Louis,3.19,7.47,12.9,1.14,6.2,18.0,547.0,1094.0,0.5,68.9,0.447,0.34700000000000003,0.7090000000000001,2013,9.1,23.8,32.8,12,Saint Louis,301,Saint Louis,14.33,4.28,64.5,105.0,0.504,2013,13.82,5.77,68.8,102.4,0.493,0.5099999999999998,-1.489999999999999,-4.299999999999997,2.5999999999999943,0.01100000000000001,2
302,302,3,3,1,Memphis,6,0,0,50,2013,Memphis,6.29,8.97,17.2,1.18,6.2,16.0,727.0,1404.0,0.518,75.9,0.479,0.379,0.6659999999999999,2013,12.3,25.5,37.8,3,Memphis,302,Memphis,12.26,2.7,69.5,106.3,0.524,2013,18.64,10.55,64.7,105.1,0.505,-6.380000000000001,-7.85,4.799999999999997,1.2000000000000028,0.019000000000000017,2
303,303,3,3,1,Michigan State,3,1,1,51,2013,Michigan State,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.7170000000000001,2013,11.5,25.8,37.3,6,Michigan State,303,Michigan State,18.64,10.55,64.7,105.1,0.505,2013,12.26,2.7,69.5,106.3,0.524,6.380000000000001,7.85,-4.799999999999997,-1.2000000000000028,-0.019000000000000017,2
304,304,2,5,1,Creighton,7,0,0,52,2013,Creighton,2.59,5.0,17.2,1.4,8.8,21.0,609.0,1079.0,0.564,75.4,0.508,0.421,0.75,2013,8.4,26.8,35.2,2,Creighton,304,Creighton,16.44,5.16,65.0,114.5,0.5820000000000001,2013,21.43,9.54,68.2,113.1,0.539,-4.989999999999998,-4.379999999999999,-3.200000000000003,1.4000000000000057,0.042999999999999934,2
305,305,2,5,1,Duke,2,1,1,53,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,7,Duke,305,Duke,21.43,9.54,68.2,113.1,0.539,2013,16.44,5.16,65.0,114.5,0.5820000000000001,4.989999999999998,4.379999999999999,3.200000000000003,-1.4000000000000057,-0.042999999999999934,2
306,306,1,11,1,Louisville,1,1,1,54,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,12,Louisville,306,Louisville,24.81,9.13,66.4,110.3,0.506,2013,13.82,5.77,68.8,102.4,0.493,10.989999999999998,3.360000000000001,-2.3999999999999915,7.899999999999991,0.013000000000000013,3
307,307,1,11,1,Oregon,12,0,0,55,2013,Oregon,4.0,8.5,13.0,0.87,5.0,16.0,695.0,1407.0,0.494,71.7,0.447,0.32299999999999995,0.71,2013,12.2,25.2,37.4,1,Oregon,307,Oregon,13.82,5.77,68.8,102.4,0.493,2013,24.81,9.13,66.4,110.3,0.506,-10.989999999999998,-3.360000000000001,2.3999999999999915,-7.899999999999991,-0.013000000000000013,3
308,308,2,1,1,Michigan State,3,0,0,56,2013,Michigan State,3.82,8.09,13.3,0.99,5.0,15.0,646.0,1281.0,0.504,68.2,0.46,0.342,0.7170000000000001,2013,11.5,25.8,37.3,2,Michigan State,308,Michigan State,18.64,10.55,64.7,105.1,0.505,2013,21.43,9.54,68.2,113.1,0.539,-2.7899999999999987,1.0100000000000016,-3.5,-8.0,-0.03400000000000003,3
309,309,2,1,1,Duke,2,1,1,57,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,3,Duke,309,Duke,21.43,9.54,68.2,113.1,0.539,2013,18.64,10.55,64.7,105.1,0.505,2.7899999999999987,-1.0100000000000016,3.5,8.0,0.03400000000000003,3
310,310,1,1,1,Louisville,1,1,1,58,2013,Louisville,4.24,10.74,15.0,1.18,5.8,18.0,681.0,1375.0,0.495,73.6,0.445,0.331,0.711,2013,13.6,23.9,37.5,2,Louisville,310,Louisville,24.81,9.13,66.4,110.3,0.506,2013,21.43,9.54,68.2,113.1,0.539,3.379999999999999,-0.4099999999999984,-1.7999999999999972,-2.799999999999997,-0.03300000000000003,4
311,311,1,1,1,Duke,2,0,0,59,2013,Duke,3.78,6.53,14.7,1.37,7.8,19.0,627.0,1226.0,0.511,78.3,0.476,0.406,0.732,2013,9.7,24.2,33.8,1,Duke,311,Duke,21.43,9.54,68.2,113.1,0.539,2013,24.81,9.13,66.4,110.3,0.506,-3.379999999999999,0.4099999999999984,1.7999999999999972,2.799999999999997,0.03300000000000003,4
312,312,1,15,1,Gonzaga,1,1,1,60,2013,Gonzaga,2.85,7.97,15.2,1.36,6.4,17.0,707.0,1254.0,0.564,77.6,0.504,0.371,0.7070000000000001,2013,11.4,25.9,37.3,16,Gonzaga,312,Gonzaga,20.47,4.18,65.3,118.0,0.555,2013,-2.61,-10.31,65.4,103.0,0.49700000000000005,23.08,14.49,-0.10000000000000853,15.0,0.05800000000000005,1
313,313,1,15,1,Southern,16,0,0,61,2013,Southern,3.94,7.5,11.4,1.05,6.8,19.0,527.0,1115.0,0.473,67.7,0.434,0.362,0.69,2013,8.9,26.3,35.2,1,Southern,313,Southern,-2.61,-10.31,65.4,103.0,0.49700000000000005,2013,20.47,4.18,65.3,118.0,0.555,-23.08,-14.49,0.10000000000000853,-15.0,-0.05800000000000005,1
314,314,9,1,2,Pitt,8,0,1,62,2013,Pittsburgh,3.94,6.66,16.5,1.52,5.1,14.0,656.0,1271.0,0.516,69.6,0.475,0.36,0.664,2013,12.9,22.4,35.3,9,Pittsburgh,314,Pittsburgh,18.82,5.63,60.4,113.2,0.517,2013,14.68,6.09,64.9,107.5,0.5,4.1400000000000015,-0.46,-4.500000000000006,5.700000000000002,0.017000000000000015,1
315,315,9,1,2,Wichita State,9,1,0,63,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,8,Wichita State,315,Wichita State,14.68,6.09,64.9,107.5,0.5,2013,18.82,5.63,60.4,113.2,0.517,-4.1400000000000015,0.46,4.500000000000006,-5.700000000000002,-0.017000000000000015,1
316,316,12,7,2,Wisconsin,5,0,1,64,2013,Wisconsin,4.33,5.73,13.5,1.37,7.5,22.0,541.0,1117.0,0.484,66.2,0.426,0.338,0.635,2013,11.7,25.2,36.9,12,Wisconsin,316,Wisconsin,18.76,9.73,61.4,104.4,0.486,2013,14.42,4.14,70.5,108.4,0.491,4.340000000000002,5.590000000000002,-9.1,-4.0,-0.0050000000000000044,1
317,317,12,7,2,Ole Miss,12,1,0,65,2013,Ole Miss,5.12,8.39,12.6,1.12,6.9,21.0,671.0,1368.0,0.49,78.2,0.4370000000000001,0.331,0.684,2013,13.2,25.6,38.8,5,Mississippi,317,Mississippi,14.42,4.14,70.5,108.4,0.491,2013,18.76,9.73,61.4,104.4,0.486,-4.340000000000002,-5.590000000000002,9.1,4.0,0.0050000000000000044,1
318,318,13,9,2,Kansas State,4,0,1,66,2013,Kansas State,3.59,7.09,16.0,1.38,6.9,19.0,614.0,1300.0,0.472,69.2,0.436,0.363,0.6890000000000001,2013,13.4,21.9,35.3,13,Kansas State,318,Kansas State,13.53,6.53,63.6,108.4,0.495,2013,10.14,4.46,66.5,107.6,0.519,3.389999999999999,2.0700000000000003,-2.8999999999999986,0.8000000000000114,-0.024000000000000018,1
319,319,13,9,2,La Salle,13,1,0,67,2013,La Salle,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.448,0.371,0.738,2013,10.1,21.6,31.7,4,La Salle,319,La Salle,10.14,4.46,66.5,107.6,0.519,2013,13.53,6.53,63.6,108.4,0.495,-3.389999999999999,-2.0700000000000003,2.8999999999999986,-0.8000000000000114,0.024000000000000018,1
320,320,6,5,1,Arizona,6,1,1,68,2013,Arizona,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,2013,11.5,24.7,36.3,11,Arizona,320,Arizona,17.3,7.47,66.8,109.5,0.525,2013,10.37,-0.96,68.1,112.3,0.5670000000000001,6.9300000000000015,8.43,-1.2999999999999972,-2.799999999999997,-0.041999999999999926,1
321,321,6,5,1,Belmont,11,0,0,69,2013,Belmont,2.75,9.84,15.9,1.18,8.5,22.0,615.0,1091.0,0.564,77.2,0.494,0.386,0.733,2013,9.4,22.8,32.2,6,Belmont,321,Belmont,10.37,-0.96,68.1,112.3,0.5670000000000001,2013,17.3,7.47,66.8,109.5,0.525,-6.9300000000000015,-8.43,1.2999999999999972,2.799999999999997,0.041999999999999926,1
322,322,14,11,2,New Mexico,3,0,1,70,2013,New Mexico,3.91,6.12,14.6,1.27,6.4,18.0,529.0,1144.0,0.462,67.4,0.425,0.354,0.722,2013,9.4,25.9,35.2,14,New Mexico,322,New Mexico,13.28,6.63,64.7,103.3,0.484,2013,3.95,0.16,63.8,105.6,0.542,9.329999999999998,6.47,0.9000000000000057,-2.299999999999997,-0.05800000000000005,1
323,323,14,11,2,Harvard,14,1,0,71,2013,Harvard,4.36,7.43,13.2,0.98,6.4,16.0,461.0,882.0,0.523,68.9,0.482,0.401,0.72,2013,7.3,22.1,29.4,3,Harvard,323,Harvard,3.95,0.16,63.8,105.6,0.542,2013,13.28,6.63,64.7,103.3,0.484,-9.329999999999998,-6.47,-0.9000000000000057,2.299999999999997,0.05800000000000005,1
324,324,10,3,2,Notre Dame,7,0,1,72,2013,Notre Dame,3.82,5.09,17.0,1.54,6.6,18.0,646.0,1278.0,0.505,70.4,0.463,0.373,0.7070000000000001,2013,11.1,25.1,36.2,10,Notre Dame,324,Notre Dame,13.74,7.22,62.0,109.8,0.522,2013,14.5,6.13,70.0,111.7,0.5379999999999999,-0.7599999999999998,1.09,-8.0,-1.9000000000000057,-0.016000000000000014,1
325,325,10,3,2,Iowa State,10,1,0,73,2013,Iowa State,2.91,6.52,16.0,1.2,9.8,27.0,585.0,1122.0,0.521,79.6,0.455,0.37,0.731,2013,12.3,26.5,38.7,7,Iowa State,325,Iowa State,14.5,6.13,70.0,111.7,0.5379999999999999,2013,13.74,7.22,62.0,109.8,0.522,0.7599999999999998,-1.09,8.0,1.9000000000000057,0.016000000000000014,1
326,326,2,13,1,Ohio State,2,1,1,74,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,2013,10.6,24.8,35.4,15,Ohio State,326,Ohio State,20.19,9.32,64.3,108.9,0.506,2013,4.04,-0.02,70.5,111.1,0.521,16.150000000000002,9.34,-6.200000000000002,-2.1999999999999886,-0.015000000000000013,1
327,327,2,13,1,Iona,15,0,0,75,2013,Iona,3.0,6.61,15.5,1.27,8.4,23.0,656.0,1298.0,0.505,80.7,0.457,0.373,0.778,2013,11.5,24.5,36.0,2,Iona,327,Iona,4.04,-0.02,70.5,111.1,0.521,2013,20.19,9.32,64.3,108.9,0.506,-16.150000000000002,-9.34,6.200000000000002,2.1999999999999886,0.015000000000000013,1
328,328,9,8,2,Gonzaga,1,0,1,76,2013,Gonzaga,2.85,7.97,15.2,1.36,6.4,17.0,707.0,1254.0,0.564,77.6,0.504,0.371,0.7070000000000001,2013,11.4,25.9,37.3,9,Gonzaga,328,Gonzaga,20.47,4.18,65.3,118.0,0.555,2013,14.68,6.09,64.9,107.5,0.5,5.789999999999999,-1.91,0.3999999999999915,10.5,0.05500000000000005,2
329,329,9,8,2,Wichita State,9,1,0,77,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,1,Wichita State,329,Wichita State,14.68,6.09,64.9,107.5,0.5,2013,20.47,4.18,65.3,118.0,0.555,-5.789999999999999,1.91,-0.3999999999999915,-10.5,-0.05500000000000005,2
330,330,13,1,2,Ole Miss,12,0,1,78,2013,Ole Miss,5.12,8.39,12.6,1.12,6.9,21.0,671.0,1368.0,0.49,78.2,0.4370000000000001,0.331,0.684,2013,13.2,25.6,38.8,13,Mississippi,330,Mississippi,14.42,4.14,70.5,108.4,0.491,2013,10.14,4.46,66.5,107.6,0.519,4.2799999999999985,-0.3200000000000003,4.0,0.8000000000000114,-0.028000000000000025,2
331,331,13,1,2,La Salle,13,1,0,79,2013,La Salle,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.448,0.371,0.738,2013,10.1,21.6,31.7,12,La Salle,331,La Salle,10.14,4.46,66.5,107.6,0.519,2013,14.42,4.14,70.5,108.4,0.491,-4.2799999999999985,0.3200000000000003,-4.0,-0.8000000000000114,0.028000000000000025,2
332,332,6,8,1,Arizona,6,1,1,80,2013,Arizona,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,2013,11.5,24.7,36.3,14,Arizona,332,Arizona,17.3,7.47,66.8,109.5,0.525,2013,3.95,0.16,63.8,105.6,0.542,13.35,7.31,3.0,3.9000000000000057,-0.017000000000000015,2
333,333,6,8,1,Harvard,14,0,0,81,2013,Harvard,4.36,7.43,13.2,0.98,6.4,16.0,461.0,882.0,0.523,68.9,0.482,0.401,0.72,2013,7.3,22.1,29.4,6,Harvard,333,Harvard,3.95,0.16,63.8,105.6,0.542,2013,17.3,7.47,66.8,109.5,0.525,-13.35,-7.31,-3.0,-3.9000000000000057,0.017000000000000015,2
334,334,2,8,1,Iowa State,10,0,0,82,2013,Iowa State,2.91,6.52,16.0,1.2,9.8,27.0,585.0,1122.0,0.521,79.6,0.455,0.37,0.731,2013,12.3,26.5,38.7,2,Iowa State,334,Iowa State,14.5,6.13,70.0,111.7,0.5379999999999999,2013,20.19,9.32,64.3,108.9,0.506,-5.690000000000001,-3.1900000000000004,5.700000000000002,2.799999999999997,0.03200000000000003,2
335,335,2,8,1,Ohio State,2,1,1,83,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,2013,10.6,24.8,35.4,10,Ohio State,335,Ohio State,20.19,9.32,64.3,108.9,0.506,2013,14.5,6.13,70.0,111.7,0.5379999999999999,5.690000000000001,3.1900000000000004,-5.700000000000002,-2.799999999999997,-0.03200000000000003,2
336,336,9,4,1,Wichita State,9,1,1,84,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,13,Wichita State,336,Wichita State,14.68,6.09,64.9,107.5,0.5,2013,10.14,4.46,66.5,107.6,0.519,4.539999999999999,1.63,-1.5999999999999943,-0.09999999999999433,-0.019000000000000017,3
337,337,9,4,1,La Salle,13,0,0,85,2013,La Salle,3.57,8.07,14.4,1.23,7.6,21.0,544.0,1107.0,0.491,72.4,0.448,0.371,0.738,2013,10.1,21.6,31.7,9,La Salle,337,La Salle,10.14,4.46,66.5,107.6,0.519,2013,14.68,6.09,64.9,107.5,0.5,-4.539999999999999,-1.63,1.5999999999999943,0.09999999999999433,0.019000000000000017,3
338,338,2,4,1,Arizona,6,0,0,86,2013,Arizona,3.91,6.94,13.8,1.06,7.7,21.0,556.0,1106.0,0.503,73.3,0.45,0.363,0.748,2013,11.5,24.7,36.3,2,Arizona,338,Arizona,17.3,7.47,66.8,109.5,0.525,2013,20.19,9.32,64.3,108.9,0.506,-2.890000000000001,-1.8500000000000003,2.5,0.5999999999999943,0.019000000000000017,3
339,339,2,4,1,Ohio State,2,1,1,87,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,2013,10.6,24.8,35.4,6,Ohio State,339,Ohio State,20.19,9.32,64.3,108.9,0.506,2013,17.3,7.47,66.8,109.5,0.525,2.890000000000001,1.8500000000000003,-2.5,-0.5999999999999943,-0.019000000000000017,3
340,340,9,7,2,Wichita State,9,1,0,88,2013,Wichita State,4.47,7.47,13.8,1.08,6.6,20.0,612.0,1222.0,0.501,69.4,0.443,0.337,0.688,2013,13.1,25.3,38.4,2,Wichita State,340,Wichita State,14.68,6.09,64.9,107.5,0.5,2013,20.19,9.32,64.3,108.9,0.506,-5.5100000000000025,-3.2300000000000004,0.6000000000000085,-1.4000000000000057,-0.0060000000000000045,4
341,341,9,7,2,Ohio State,2,0,1,89,2013,Ohio State,4.41,6.81,13.5,1.27,6.2,17.0,609.0,1220.0,0.499,69.9,0.456,0.359,0.6920000000000001,2013,10.6,24.8,35.4,9,Ohio State,341,Ohio State,20.19,9.32,64.3,108.9,0.506,2013,14.68,6.09,64.9,107.5,0.5,5.5100000000000025,3.2300000000000004,-0.6000000000000085,1.4000000000000057,0.0060000000000000045,4
342,342,1,15,1,Kansas,1,1,1,90,2013,Kansas,6.62,7.18,15.6,1.14,6.0,16.0,700.0,1328.0,0.527,75.4,0.48,0.3670000000000001,0.733,2013,11.0,28.1,39.1,16,Kansas,342,Kansas,20.79,7.54,67.8,109.1,0.5329999999999999,2013,-0.65,-1.14,67.0,99.5,0.485,21.44,8.68,0.7999999999999972,9.599999999999994,0.048000000000000036,1
343,343,1,15,1,Western Kentucky,16,0,0,91,2013,Western Kentucky,3.29,6.11,11.2,0.74,6.4,20.0,593.0,1204.0,0.493,67.2,0.431,0.324,0.674,2013,12.1,24.1,36.2,1,Western Kentucky,343,Western Kentucky,-0.65,-1.14,67.0,99.5,0.485,2013,20.79,7.54,67.8,109.1,0.5329999999999999,-21.44,-8.68,-0.7999999999999972,-9.599999999999994,-0.048000000000000036,1
344,344,8,1,1,UNC,8,1,1,92,2013,North Carolina,3.45,8.24,17.3,1.41,7.3,20.0,708.0,1487.0,0.476,77.2,0.444,0.371,0.667,2013,13.8,25.4,39.2,9,North Carolina,344,North Carolina,14.52,8.01,71.6,106.8,0.499,2013,10.74,8.53,67.4,98.8,0.474,3.78,-0.5199999999999996,4.199999999999989,8.0,0.025000000000000026,1
345,345,8,1,1,Villanova,9,0,0,93,2013,Villanova,3.39,7.7,12.3,0.79,6.1,18.0,505.0,1102.0,0.458,67.8,0.415,0.336,0.72,2013,11.2,25.1,36.3,8,Villanova,345,Villanova,10.74,8.53,67.4,98.8,0.474,2013,14.52,8.01,71.6,106.8,0.499,-3.78,0.5199999999999996,-4.199999999999989,-8.0,-0.025000000000000026,1
346,346,5,7,1,VCU,5,1,1,94,2013,VCU,3.18,11.94,15.0,1.27,8.1,23.0,666.0,1314.0,0.507,78.0,0.452,0.35600000000000004,0.701,2013,13.9,20.9,34.8,12,Virginia Commonwealth,346,Virginia Commonwealth,16.89,4.47,68.6,111.4,0.513,2013,8.11,0.18,66.4,106.5,0.516,8.780000000000001,4.29,2.1999999999999886,4.900000000000006,-0.003000000000000003,1
347,347,5,7,1,Akron,12,0,0,95,2013,Akron,5.72,7.16,15.0,1.1,7.1,21.0,609.0,1155.0,0.527,72.7,0.457,0.337,0.645,2013,13.0,24.9,37.9,5,Akron,347,Akron,8.11,0.18,66.4,106.5,0.516,2013,16.89,4.47,68.6,111.4,0.513,-8.780000000000001,-4.29,-2.1999999999999886,-4.900000000000006,0.003000000000000003,1
348,348,4,9,1,Michigan,4,1,1,96,2013,Michigan,2.85,6.0,14.3,1.55,7.5,20.0,676.0,1263.0,0.535,75.2,0.484,0.383,0.7070000000000001,2013,10.7,24.5,35.1,13,Michigan,348,Michigan,21.28,10.05,64.1,116.1,0.5489999999999999,2013,2.36,-3.27,64.0,113.1,0.539,18.92,13.32,0.09999999999999433,3.0,0.010000000000000007,1
