,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
935,11,8,2,Michigan State,3,0,1,51,2018,Michigan State,7.36,4.09,19.3,1.47,8.4,20.0,666.0,1201.0,0.555,81.0,0.504,0.413,0.7509999999999999,2018,11.1,29.8,40.8,11,Michigan State,Michigan State,22.41,7.1,68.1,117.3,0.569,2018,22.41,7.1,68.1,117.3,0.569,0.0,0.0,0.0,0.0,0.0
936,3,11,1,Bucknell,14,0,0,41,2018,Bucknell,4.44,5.62,14.5,1.15,7.9,23.0,673.0,1211.0,0.556,81.1,0.47200000000000003,0.34299999999999997,0.718,2018,9.4,27.5,36.9,3,Bucknell,Bucknell,4.48,-3.46,72.4,110.3,0.539,2018,11.81,4.61,69.2,109.0,0.511,-7.33,-8.07,3.200000000000003,1.2999999999999972,0.028000000000000025
937,7,3,1,Rhode Island,7,1,1,42,2018,Rhode Island,3.45,7.65,15.4,1.45,6.8,19.0,669.0,1304.0,0.513,76.8,0.462,0.35,0.7120000000000001,2018,11.3,23.0,34.3,10,Rhode Island,Rhode Island,11.81,4.61,69.2,109.0,0.511,2018,4.48,-3.46,72.4,110.3,0.539,7.33,8.07,-3.200000000000003,-1.2999999999999972,-0.028000000000000025
938,2,5,1,Rhode Island,7,0,0,52,2018,Rhode Island,3.45,7.65,15.4,1.45,6.8,19.0,669.0,1304.0,0.513,76.8,0.462,0.35,0.7120000000000001,2018,11.3,23.0,34.3,2,Rhode Island,Rhode Island,11.81,4.61,69.2,109.0,0.511,2018,13.81,10.56,76.5,109.8,0.535,-2.0,-5.95,-7.299999999999997,-0.7999999999999972,-0.02400000000000002
939,7,3,1,Oklahoma,10,0,0,43,2018,Oklahoma,4.71,6.58,15.1,1.13,9.5,26.0,629.0,1177.0,0.534,85.2,0.46399999999999997,0.363,0.748,2018,10.4,27.9,38.3,7,Oklahoma,Oklahoma,13.81,10.56,76.5,109.8,0.535,2018,11.81,4.61,69.2,109.0,0.511,2.0,5.95,7.299999999999997,0.7999999999999972,0.02400000000000002
940,2,13,1,Duke,2,1,1,44,2018,Duke,5.36,7.52,17.5,1.39,8.3,22.0,734.0,1319.0,0.556,84.7,0.493,0.37799999999999995,0.708,2018,13.5,28.3,41.9,15,Duke,Duke,24.44,9.71,70.6,118.6,0.559,2018,24.44,9.71,70.6,118.6,0.559,0.0,0.0,0.0,0.0,0.0
941,2,5,1,Duke,2,1,1,53,2018,Duke,5.36,7.52,17.5,1.39,8.3,22.0,734.0,1319.0,0.556,84.7,0.493,0.37799999999999995,0.708,2018,13.5,28.3,41.9,7,Duke,Duke,24.44,9.71,70.6,118.6,0.559,2018,24.44,9.71,70.6,118.6,0.559,0.0,0.0,0.0,0.0,0.0
942,2,9,1,Duke,2,1,1,57,2018,Duke,5.36,7.52,17.5,1.39,8.3,22.0,734.0,1319.0,0.556,84.7,0.493,0.37799999999999995,0.708,2018,13.5,28.3,41.9,11,Duke,Duke,24.44,9.71,70.6,118.6,0.559,2018,24.44,9.71,70.6,118.6,0.559,0.0,0.0,0.0,0.0,0.0
943,1,1,1,Duke,2,0,0,59,2018,Duke,5.36,7.52,17.5,1.39,8.3,22.0,734.0,1319.0,0.556,84.7,0.493,0.37799999999999995,0.708,2018,13.5,28.3,41.9,1,Duke,Duke,24.44,9.71,70.6,118.6,0.559,2018,24.44,9.71,70.6,118.6,0.559,0.0,0.0,0.0,0.0,0.0
944,2,13,1,Iona,15,0,0,45,2018,Iona,3.06,6.79,15.9,1.37,9.7,25.0,612.0,1195.0,0.512,79.8,0.462,0.38799999999999996,0.7390000000000001,2018,8.5,25.3,33.8,2,Iona,Iona,0.76,-2.19,71.5,109.2,0.539,2018,19.08,9.45,72.3,115.5,0.559,-18.319999999999997,-11.639999999999999,-0.7999999999999972,-6.299999999999997,-0.020000000000000018
945,1,15,1,Xavier,1,1,1,60,2018,Xavier,2.94,5.85,16.6,1.34,7.8,21.0,695.0,1243.0,0.5589999999999999,84.3,0.491,0.369,0.79,2018,9.8,28.6,38.4,16,Xavier,Xavier,19.08,9.45,72.3,115.5,0.559,2018,0.76,-2.19,71.5,109.2,0.539,18.319999999999997,11.639999999999999,0.7999999999999972,6.299999999999997,0.020000000000000018
946,9,8,2,Xavier,1,0,1,76,2018,Xavier,2.94,5.85,16.6,1.34,7.8,21.0,695.0,1243.0,0.5589999999999999,84.3,0.491,0.369,0.79,2018,9.8,28.6,38.4,9,Xavier,Xavier,19.08,9.45,72.3,115.5,0.559,2018,-7.53,-5.53,72.7,105.8,0.505,26.61,14.98,-0.4000000000000057,9.700000000000003,0.05400000000000005
947,1,15,1,Texas Southern,16,0,0,61,2018,Texas Southern,3.94,5.59,12.3,0.97,7.8,22.0,612.0,1257.0,0.48700000000000004,77.6,0.441,0.363,0.7190000000000001,2018,10.3,25.9,36.2,1,Texas Southern,Texas Southern,-7.53,-5.53,72.7,105.8,0.505,2018,19.08,9.45,72.3,115.5,0.559,-26.61,-14.98,0.4000000000000057,-9.700000000000003,-0.05400000000000005
948,9,1,2,Missouri,8,0,1,62,2018,Missouri,4.25,5.16,13.6,0.96,9.3,24.0,480.0,941.0,0.51,73.3,0.45299999999999996,0.385,0.736,2018,10.2,26.8,37.0,9,Missouri,Missouri,13.81,9.19,67.3,107.1,0.537,2018,15.79,8.5,72.2,109.5,0.532,-1.9799999999999986,0.6899999999999995,-4.900000000000006,-2.4000000000000057,0.0050000000000000044
949,9,1,2,Florida State,9,1,0,63,2018,Florida State,5.16,6.71,15.3,1.17,8.0,23.0,658.0,1206.0,0.546,81.8,0.474,0.35100000000000003,0.685,2018,11.7,26.3,38.0,8,Florida State,Florida State,15.79,8.5,72.2,109.5,0.532,2018,13.81,9.19,67.3,107.1,0.537,1.9799999999999986,-0.6899999999999995,4.900000000000006,2.4000000000000057,-0.0050000000000000044
950,9,8,2,Florida State,9,1,0,77,2018,Florida State,5.16,6.71,15.3,1.17,8.0,23.0,658.0,1206.0,0.546,81.8,0.474,0.35100000000000003,0.685,2018,11.7,26.3,38.0,1,Florida State,Florida State,15.79,8.5,72.2,109.5,0.532,2018,15.79,8.5,72.2,109.5,0.532,0.0,0.0,0.0,0.0,0.0
951,9,5,2,Florida State,9,1,0,84,2018,Florida State,5.16,6.71,15.3,1.17,8.0,23.0,658.0,1206.0,0.546,81.8,0.474,0.35100000000000003,0.685,2018,11.7,26.3,38.0,4,Florida State,Florida State,15.79,8.5,72.2,109.5,0.532,2018,15.79,8.5,72.2,109.5,0.532,0.0,0.0,0.0,0.0,0.0
952,3,6,1,Florida State,9,0,0,88,2018,Florida State,5.16,6.71,15.3,1.17,8.0,23.0,658.0,1206.0,0.546,81.8,0.474,0.35100000000000003,0.685,2018,11.7,26.3,38.0,3,Florida State,Florida State,15.79,8.5,72.2,109.5,0.532,2018,17.67,9.03,67.9,111.0,0.541,-1.8800000000000026,-0.5299999999999994,4.299999999999997,-1.5,-0.009000000000000008
953,5,7,1,Ohio State,5,1,1,64,2018,Ohio State,4.0,6.03,14.8,1.25,6.8,19.0,678.0,1230.0,0.551,75.8,0.485,0.353,0.726,2018,9.7,26.9,36.6,12,Ohio State,Ohio State,17.67,9.03,67.9,111.0,0.541,2018,15.79,8.5,72.2,109.5,0.532,1.8800000000000026,0.5299999999999994,-4.299999999999997,1.5,0.009000000000000008
954,4,1,1,Ohio State,5,0,0,78,2018,Ohio State,4.0,6.03,14.8,1.25,6.8,19.0,678.0,1230.0,0.551,75.8,0.485,0.353,0.726,2018,9.7,26.9,36.6,4,Ohio State,Ohio State,17.67,9.03,67.9,111.0,0.541,2018,6.84,-0.38,72.3,115.7,0.554,10.830000000000002,9.41,-4.3999999999999915,-4.700000000000003,-0.013000000000000012
955,5,7,1,South Dakota State,12,0,0,65,2018,South Dakota State,2.29,4.97,13.5,1.35,10.6,26.0,618.0,1188.0,0.52,84.9,0.47,0.40299999999999997,0.76,2018,8.9,30.1,39.0,5,South Dakota State,South Dakota State,6.84,-0.38,72.3,115.7,0.554,2018,17.67,9.03,67.9,111.0,0.541,-10.830000000000002,-9.41,4.3999999999999915,4.700000000000003,0.013000000000000012
956,4,9,1,Gonzaga,4,1,1,66,2018,Gonzaga,3.71,6.44,15.7,1.39,9.1,24.0,740.0,1259.0,0.588,84.5,0.503,0.374,0.722,2018,11.1,28.9,39.9,13,Gonzaga,Gonzaga,18.43,2.59,69.7,118.2,0.57,2018,18.43,2.59,69.7,118.2,0.57,0.0,0.0,0.0,0.0,0.0
957,4,1,1,Gonzaga,4,1,1,79,2018,Gonzaga,3.71,6.44,15.7,1.39,9.1,24.0,740.0,1259.0,0.588,84.5,0.503,0.374,0.722,2018,11.1,28.9,39.9,5,Gonzaga,Gonzaga,18.43,2.59,69.7,118.2,0.57,2018,18.43,2.59,69.7,118.2,0.57,0.0,0.0,0.0,0.0,0.0
958,9,5,2,Gonzaga,4,0,1,85,2018,Gonzaga,3.71,6.44,15.7,1.39,9.1,24.0,740.0,1259.0,0.588,84.5,0.503,0.374,0.722,2018,11.1,28.9,39.9,9,Gonzaga,Gonzaga,18.43,2.59,69.7,118.2,0.57,2018,4.54,-3.87,66.9,107.1,0.525,13.89,6.46,2.799999999999997,11.100000000000009,0.04499999999999993
959,4,9,1,UNC Greensboro,13,0,0,67,2018,UNC Greensboro,3.85,7.74,14.1,1.03,9.6,27.0,568.0,1092.0,0.52,73.5,0.446,0.358,0.701,2018,11.9,25.2,37.1,4,North Carolina-Greensboro,North Carolina-Greensboro,4.54,-3.87,66.9,107.1,0.525,2018,18.43,2.59,69.7,118.2,0.57,-13.89,-6.46,-2.799999999999997,-11.100000000000009,-0.04499999999999993
960,6,5,1,Houston,6,1,1,68,2018,Houston,3.16,6.38,15.0,1.23,8.7,22.0,613.0,1184.0,0.518,78.1,0.469,0.389,0.7140000000000001,2018,11.9,26.9,38.9,11,Houston,Houston,15.99,4.16,68.5,112.0,0.533,2018,15.99,4.16,68.5,112.0,0.533,0.0,0.0,0.0,0.0,0.0
961,3,3,1,Houston,6,0,0,80,2018,Houston,3.16,6.38,15.0,1.23,8.7,22.0,613.0,1184.0,0.518,78.1,0.469,0.389,0.7140000000000001,2018,11.9,26.9,38.9,3,Houston,Houston,15.99,4.16,68.5,112.0,0.533,2018,15.99,4.16,68.5,112.0,0.533,0.0,0.0,0.0,0.0,0.0
962,6,5,1,San Diego State,11,0,0,69,2018,San Diego State,3.19,6.31,14.9,1.25,7.3,22.0,647.0,1220.0,0.53,77.5,0.461,0.33899999999999997,0.721,2018,11.1,26.6,37.7,6,San Diego State,San Diego State,12.23,3.91,70.4,109.6,0.519,2018,19.03,9.41,65.7,111.0,0.545,-6.800000000000001,-5.5,4.700000000000003,-1.4000000000000057,-0.026000000000000023
963,3,11,1,Michigan,3,1,1,70,2018,Michigan,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,2018,8.6,24.7,33.3,14,Michigan,Michigan,19.03,9.41,65.7,111.0,0.545,2018,12.23,3.91,70.4,109.6,0.519,6.800000000000001,5.5,-4.700000000000003,1.4000000000000057,0.026000000000000023
964,3,3,1,Michigan,3,1,1,81,2018,Michigan,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,2018,8.6,24.7,33.3,6,Michigan,Michigan,19.03,9.41,65.7,111.0,0.545,2018,19.03,9.41,65.7,111.0,0.545,0.0,0.0,0.0,0.0,0.0
965,3,4,1,Michigan,3,1,1,86,2018,Michigan,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,2018,8.6,24.7,33.3,7,Michigan,Michigan,19.03,9.41,65.7,111.0,0.545,2018,19.03,9.41,65.7,111.0,0.545,0.0,0.0,0.0,0.0,0.0
966,3,6,1,Michigan,3,1,1,89,2018,Michigan,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,2018,8.6,24.7,33.3,9,Michigan,Michigan,19.03,9.41,65.7,111.0,0.545,2018,19.03,9.41,65.7,111.0,0.545,0.0,0.0,0.0,0.0,0.0
967,3,8,1,Michigan,3,1,1,123,2018,Michigan,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,2018,8.6,24.7,33.3,11,Michigan,Michigan,19.03,9.41,65.7,111.0,0.545,2018,19.03,9.41,65.7,111.0,0.545,0.0,0.0,0.0,0.0,0.0
968,1,2,1,Michigan,3,0,0,125,2018,Michigan,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,2018,8.6,24.7,33.3,1,Michigan,Michigan,19.03,9.41,65.7,111.0,0.545,2018,6.28,-2.25,69.9,108.8,0.513,12.75,11.66,-4.200000000000003,2.200000000000003,0.03200000000000003
969,3,11,1,Montana,14,0,0,71,2018,Montana,3.39,7.79,12.8,1.03,5.5,16.0,743.0,1431.0,0.519,78.1,0.47100000000000003,0.34299999999999997,0.706,2018,11.9,25.2,37.1,3,Montana,Montana,6.28,-2.25,69.9,108.8,0.513,2018,19.03,9.41,65.7,111.0,0.545,-12.75,-11.66,4.200000000000003,-2.200000000000003,-0.03200000000000003
970,7,3,1,Texas A&M,7,1,1,72,2018,Texas A&M,5.91,5.59,15.5,1.14,6.6,20.0,676.0,1297.0,0.521,75.0,0.457,0.327,0.667,2018,12.6,28.8,41.3,10,Texas A&M,Texas A&M,15.3,10.62,70.9,106.1,0.514,2018,15.3,10.62,70.9,106.1,0.514,0.0,0.0,0.0,0.0,0.0
971,7,5,2,Texas A&M,7,1,0,82,2018,Texas A&M,5.91,5.59,15.5,1.14,6.6,20.0,676.0,1297.0,0.521,75.0,0.457,0.327,0.667,2018,12.6,28.8,41.3,2,Texas A&M,Texas A&M,15.3,10.62,70.9,106.1,0.514,2018,15.3,10.62,70.9,106.1,0.514,0.0,0.0,0.0,0.0,0.0
972,3,4,1,Texas A&M,7,0,0,87,2018,Texas A&M,5.91,5.59,15.5,1.14,6.6,20.0,676.0,1297.0,0.521,75.0,0.457,0.327,0.667,2018,12.6,28.8,41.3,3,Texas A&M,Texas A&M,15.3,10.62,70.9,106.1,0.514,2018,11.12,10.23,69.5,104.1,0.496,4.1800000000000015,0.3899999999999988,1.4000000000000057,2.0,0.018000000000000016
973,7,3,1,Providence,10,0,0,73,2018,Providence,3.76,6.85,13.8,1.1,6.4,19.0,655.0,1324.0,0.495,73.7,0.442,0.33299999999999996,0.703,2018,10.7,25.2,35.9,7,Providence,Providence,11.12,10.23,69.5,104.1,0.496,2018,15.3,10.62,70.9,106.1,0.514,-4.1800000000000015,-0.3899999999999988,-1.4000000000000057,-2.0,-0.018000000000000016
974,2,13,1,UNC,2,1,1,74,2018,North Carolina,4.26,5.66,18.2,1.52,8.3,23.0,758.0,1483.0,0.511,82.0,0.46,0.364,0.741,2018,14.1,28.4,42.5,15,North Carolina,North Carolina,20.08,11.78,71.7,113.4,0.52,2018,20.08,11.78,71.7,113.4,0.52,0.0,0.0,0.0,0.0,0.0
975,7,5,2,UNC,2,0,1,83,2018,North Carolina,4.26,5.66,18.2,1.52,8.3,23.0,758.0,1483.0,0.511,82.0,0.46,0.364,0.741,2018,14.1,28.4,42.5,7,North Carolina,North Carolina,20.08,11.78,71.7,113.4,0.52,2018,20.08,11.78,71.7,113.4,0.52,0.0,0.0,0.0,0.0,0.0
976,2,13,1,Lipscomb,15,0,0,75,2018,Lipscomb,3.13,6.47,15.7,1.05,8.1,25.0,641.0,1191.0,0.5379999999999999,82.6,0.456,0.331,0.715,2018,10.6,28.3,39.0,2,Lipscomb,Lipscomb,-2.1,-3.8,77.0,105.0,0.518,2018,22.21,9.07,60.6,110.4,0.527,-24.310000000000002,-12.870000000000001,16.4,-5.400000000000006,-0.009000000000000008
977,16,15,2,Virginia,1,0,1,90,2018,Virginia,3.73,6.79,13.7,1.6,7.4,19.0,582.0,1165.0,0.5,67.5,0.461,0.39,0.758,2018,8.4,24.3,32.7,16,Virginia,Virginia,22.21,9.07,60.6,110.4,0.527,2018,-2.1,-3.8,77.0,105.0,0.518,24.310000000000002,12.870000000000001,-16.4,5.400000000000006,0.009000000000000008
978,16,15,2,UMBC,16,1,0,91,2018,UMBC,2.5,7.53,15.4,1.28,10.2,26.0,540.0,1099.0,0.491,73.9,0.445,0.387,0.649,2018,9.9,24.9,34.8,1,Maryland-Baltimore County,Maryland-Baltimore County,-2.02,-3.84,69.2,105.6,0.531,2018,-2.02,-3.84,69.2,105.6,0.531,0.0,0.0,0.0,0.0,0.0
979,9,7,1,UMBC,16,0,0,106,2018,UMBC,2.5,7.53,15.4,1.28,10.2,26.0,540.0,1099.0,0.491,73.9,0.445,0.387,0.649,2018,9.9,24.9,34.8,9,Maryland-Baltimore County,Maryland-Baltimore County,-2.02,-3.84,69.2,105.6,0.531,2018,-2.02,-3.84,69.2,105.6,0.531,0.0,0.0,0.0,0.0,0.0
980,9,1,2,Creighton,8,0,1,92,2018,Creighton,2.66,5.66,18.0,1.61,10.4,28.0,651.0,1093.0,0.596,84.3,0.49700000000000005,0.376,0.747,2018,7.3,29.0,36.3,9,Creighton,Creighton,16.35,8.1,72.8,113.8,0.575,2018,12.84,8.74,66.6,106.4,0.525,3.5100000000000016,-0.6400000000000006,6.200000000000003,7.3999999999999915,0.04999999999999993
981,9,1,2,Kansas State,9,1,0,93,2018,Kansas State,3.0,7.79,14.3,1.25,6.9,20.0,625.0,1145.0,0.546,72.4,0.47200000000000003,0.344,0.743,2018,8.2,22.4,30.6,8,Kansas State,Kansas State,12.84,8.74,66.6,106.4,0.525,2018,16.35,8.1,72.8,113.8,0.575,-3.5100000000000016,0.6400000000000006,-6.200000000000003,-7.3999999999999915,-0.04999999999999993
982,9,7,1,Kansas State,9,1,1,107,2018,Kansas State,3.0,7.79,14.3,1.25,6.9,20.0,625.0,1145.0,0.546,72.4,0.47200000000000003,0.344,0.743,2018,8.2,22.4,30.6,16,Kansas State,Kansas State,12.84,8.74,66.6,106.4,0.525,2018,12.84,8.74,66.6,106.4,0.525,0.0,0.0,0.0,0.0,0.0
983,9,4,2,Kansas State,9,1,0,114,2018,Kansas State,3.0,7.79,14.3,1.25,6.9,20.0,625.0,1145.0,0.546,72.4,0.47200000000000003,0.344,0.743,2018,8.2,22.4,30.6,5,Kansas State,Kansas State,12.84,8.74,66.6,106.4,0.525,2018,12.84,8.74,66.6,106.4,0.525,0.0,0.0,0.0,0.0,0.0
984,11,2,2,Kansas State,9,0,1,118,2018,Kansas State,3.0,7.79,14.3,1.25,6.9,20.0,625.0,1145.0,0.546,72.4,0.47200000000000003,0.344,0.743,2018,8.2,22.4,30.6,11,Kansas State,Kansas State,12.84,8.74,66.6,106.4,0.525,2018,17.24,10.73,69.8,109.6,0.518,-4.399999999999999,-1.9900000000000002,-3.200000000000003,-3.1999999999999886,0.007000000000000006
985,5,7,1,Kentucky,5,1,1,94,2018,Kentucky,4.85,5.61,13.5,1.03,5.4,15.0,717.0,1411.0,0.508,76.7,0.469,0.358,0.693,2018,12.1,26.7,38.8,12,Kentucky,Kentucky,17.24,10.73,69.8,109.6,0.518,2018,12.84,8.74,66.6,106.4,0.525,4.399999999999999,1.9900000000000002,3.200000000000003,3.1999999999999886,-0.007000000000000006
986,5,8,1,Kentucky,5,1,1,108,2018,Kentucky,4.85,5.61,13.5,1.03,5.4,15.0,717.0,1411.0,0.508,76.7,0.469,0.358,0.693,2018,12.1,26.7,38.8,13,Kentucky,Kentucky,17.24,10.73,69.8,109.6,0.518,2018,17.24,10.73,69.8,109.6,0.518,0.0,0.0,0.0,0.0,0.0
987,9,4,2,Kentucky,5,0,1,115,2018,Kentucky,4.85,5.61,13.5,1.03,5.4,15.0,717.0,1411.0,0.508,76.7,0.469,0.358,0.693,2018,12.1,26.7,38.8,9,Kentucky,Kentucky,17.24,10.73,69.8,109.6,0.518,2018,17.24,10.73,69.8,109.6,0.518,0.0,0.0,0.0,0.0,0.0
988,5,7,1,Davidson,12,0,0,95,2018,Davidson,1.9,4.81,17.1,1.8,10.8,28.0,520.0,907.0,0.573,77.0,0.486,0.39299999999999996,0.794,2018,6.9,25.9,32.8,5,Davidson,Davidson,11.02,2.57,65.3,115.7,0.574,2018,15.67,6.84,68.6,115.6,0.563,-4.65,-4.27,-3.299999999999997,0.10000000000000853,0.01100000000000001
989,13,9,2,Arizona,4,0,1,96,2018,Arizona,4.56,4.97,15.2,1.24,6.9,18.0,745.0,1315.0,0.5670000000000001,80.9,0.505,0.377,0.76,2018,10.0,26.6,36.6,13,Arizona,Arizona,15.67,6.84,68.6,115.6,0.563,2018,11.02,2.57,65.3,115.7,0.574,4.65,4.27,3.299999999999997,-0.10000000000000853,-0.01100000000000001
990,13,9,2,Buffalo,13,1,0,97,2018,Buffalo,4.21,6.38,16.9,1.35,9.7,26.0,716.0,1319.0,0.5429999999999999,84.8,0.474,0.371,0.6970000000000001,2018,12.0,27.0,39.0,4,Buffalo,Buffalo,7.99,0.25,73.9,113.4,0.549,2018,7.99,0.25,73.9,113.4,0.549,0.0,0.0,0.0,0.0,0.0
991,5,8,1,Buffalo,13,0,0,109,2018,Buffalo,4.21,6.38,16.9,1.35,9.7,26.0,716.0,1319.0,0.5429999999999999,84.8,0.474,0.371,0.6970000000000001,2018,12.0,27.0,39.0,5,Buffalo,Buffalo,7.99,0.25,73.9,113.4,0.549,2018,7.99,0.25,73.9,113.4,0.549,0.0,0.0,0.0,0.0,0.0
992,11,5,2,Miami (FL),6,0,1,98,2018,Miami,3.97,6.55,13.3,1.18,7.8,22.0,607.0,1163.0,0.522,74.2,0.46399999999999997,0.363,0.6629999999999999,2018,10.0,24.9,34.8,11,Miami (FL),Miami (FL),12.83,6.96,67.8,108.0,0.531,2018,10.38,1.81,65.9,108.6,0.577,2.4499999999999993,5.15,1.8999999999999915,-0.5999999999999943,-0.04599999999999993
993,11,5,2,Loyola (IL),11,1,0,99,2018,Loyola Chicago,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,2018,6.3,26.0,32.3,6,Loyola (IL),Loyola (IL),10.38,1.81,65.9,108.6,0.577,2018,12.83,6.96,67.8,108.0,0.531,-2.4499999999999993,-5.15,-1.8999999999999915,0.5999999999999943,0.04599999999999993
994,11,8,2,Loyola (IL),11,1,0,110,2018,Loyola Chicago,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,2018,6.3,26.0,32.3,3,Loyola (IL),Loyola (IL),10.38,1.81,65.9,108.6,0.577,2018,10.38,1.81,65.9,108.6,0.577,0.0,0.0,0.0,0.0,0.0
995,11,4,2,Loyola (IL),11,1,0,116,2018,Loyola Chicago,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,2018,6.3,26.0,32.3,7,Loyola (IL),Loyola (IL),10.38,1.81,65.9,108.6,0.577,2018,10.38,1.81,65.9,108.6,0.577,0.0,0.0,0.0,0.0,0.0
996,11,2,2,Loyola (IL),11,1,0,119,2018,Loyola Chicago,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,2018,6.3,26.0,32.3,9,Loyola (IL),Loyola (IL),10.38,1.81,65.9,108.6,0.577,2018,10.38,1.81,65.9,108.6,0.577,0.0,0.0,0.0,0.0,0.0
997,3,8,1,Loyola (IL),11,0,0,122,2018,Loyola Chicago,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,2018,6.3,26.0,32.3,3,Loyola (IL),Loyola (IL),10.38,1.81,65.9,108.6,0.577,2018,10.38,1.81,65.9,108.6,0.577,0.0,0.0,0.0,0.0,0.0
998,3,11,1,Tennessee,3,1,1,100,2018,Tennessee,4.53,6.38,15.9,1.29,7.8,20.0,561.0,1187.0,0.473,74.3,0.441,0.384,0.755,2018,11.5,24.8,36.2,14,Tennessee,Tennessee,18.2,10.12,67.1,109.3,0.508,2018,18.2,10.12,67.1,109.3,0.508,0.0,0.0,0.0,0.0,0.0
999,11,8,2,Tennessee,3,0,1,111,2018,Tennessee,4.53,6.38,15.9,1.29,7.8,20.0,561.0,1187.0,0.473,74.3,0.441,0.384,0.755,2018,11.5,24.8,36.2,11,Tennessee,Tennessee,18.2,10.12,67.1,109.3,0.508,2018,18.2,10.12,67.1,109.3,0.508,0.0,0.0,0.0,0.0,0.0
1000,3,11,1,Wright State,14,0,0,101,2018,Wright State,2.21,6.65,13.3,1.01,6.9,20.0,621.0,1277.0,0.486,72.1,0.436,0.342,0.7170000000000001,2018,10.2,26.1,36.3,3,Wright State,Wright State,0.58,-3.64,69.9,101.4,0.491,2018,14.44,4.93,70.5,115.5,0.548,-13.86,-8.57,-0.5999999999999943,-14.099999999999994,-0.05700000000000005
1001,7,3,1,Nevada,7,1,1,102,2018,Nevada,4.09,6.26,16.4,1.65,9.7,24.0,633.0,1226.0,0.516,83.1,0.46799999999999997,0.39799999999999996,0.747,2018,9.5,26.6,36.0,10,Nevada,Nevada,14.44,4.93,70.5,115.5,0.548,2018,0.58,-3.64,69.9,101.4,0.491,13.86,8.57,0.5999999999999943,14.099999999999994,0.05700000000000005
1002,7,5,2,Nevada,7,1,0,112,2018,Nevada,4.09,6.26,16.4,1.65,9.7,24.0,633.0,1226.0,0.516,83.1,0.46799999999999997,0.39799999999999996,0.747,2018,9.5,26.6,36.0,2,Nevada,Nevada,14.44,4.93,70.5,115.5,0.548,2018,14.44,4.93,70.5,115.5,0.548,0.0,0.0,0.0,0.0,0.0
1003,11,4,2,Nevada,7,0,1,117,2018,Nevada,4.09,6.26,16.4,1.65,9.7,24.0,633.0,1226.0,0.516,83.1,0.46799999999999997,0.39799999999999996,0.747,2018,9.5,26.6,36.0,11,Nevada,Nevada,14.44,4.93,70.5,115.5,0.548,2018,14.44,4.93,70.5,115.5,0.548,0.0,0.0,0.0,0.0,0.0
1004,7,3,1,Texas,10,0,0,103,2018,Texas,4.97,6.21,11.6,0.98,7.1,22.0,617.0,1201.0,0.514,71.7,0.43799999999999994,0.315,0.6679999999999999,2018,10.6,25.2,35.8,7,Texas,Texas,13.96,10.67,66.9,103.9,0.5,2018,20.25,3.53,66.1,112.3,0.512,-6.289999999999999,7.140000000000001,0.8000000000000114,-8.399999999999991,-0.01200000000000001
1005,2,13,1,Cincinnati,2,1,1,104,2018,Cincinnati,5.55,7.39,16.2,1.42,7.4,21.0,629.0,1245.0,0.505,75.0,0.45299999999999996,0.358,0.688,2018,13.2,25.9,39.1,15,Cincinnati,Cincinnati,20.25,3.53,66.1,112.3,0.512,2018,13.96,10.67,66.9,103.9,0.5,6.289999999999999,-7.140000000000001,-0.8000000000000114,8.399999999999991,0.01200000000000001
