,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
610,7,1,1,1,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,9.5,24.2,33.7,8,24.61,10.29,59.5,121.1,0.5479999999999999,11.43,7.65,68.0,109.3,0.524,13.18,2.6399999999999992,-8.5,11.799999999999995,0.024000000000000014,2
611,7,8,0,0,4.32,5.74,14.2,1.21,7.3,20.0,689.0,1343.0,0.513,75.6,0.461,0.36,0.76,10.6,25.8,36.4,1,11.43,7.65,68.0,109.3,0.524,24.61,10.29,59.5,121.1,0.5479999999999999,-13.18,-2.6399999999999992,8.5,-11.799999999999995,-0.024000000000000014,2
612,1,5,0,0,4.76,7.76,16.1,1.38,6.7,19.0,705.0,1435.0,0.491,78.0,0.447,0.35,0.7240000000000001,13.0,22.8,35.8,4,14.07,6.79,70.1,109.6,0.5,20.63,11.76,69.2,111.6,0.516,-6.559999999999999,-4.97,0.8999999999999915,-2.0,-0.016000000000000014,2
613,1,4,1,1,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,13.9,27.1,41.0,5,20.63,11.76,69.2,111.6,0.516,14.07,6.79,70.1,109.6,0.5,6.559999999999999,4.97,-0.8999999999999915,2.0,0.016000000000000014,2
614,8,6,1,1,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,10.0,24.8,34.8,14,15.42,9.48,65.6,109.8,0.534,5.47,-2.03,64.3,109.8,0.527,9.95,11.51,1.2999999999999972,0.0,0.007000000000000006,2
615,8,14,0,0,4.21,9.09,13.6,1.28,4.9,15.0,691.0,1286.0,0.537,72.0,0.48,0.331,0.727,9.4,23.4,32.8,6,5.47,-2.03,64.3,109.8,0.527,15.42,9.48,65.6,109.8,0.534,-9.95,-11.51,-1.2999999999999972,0.0,-0.007000000000000006,2
616,8,10,0,0,5.09,7.79,15.4,1.36,6.8,18.0,691.0,1281.0,0.539,75.8,0.486,0.3720000000000001,0.6779999999999999,11.3,24.6,35.8,2,19.68,7.37,66.0,113.2,0.542,24.33,7.41,66.5,114.7,0.535,-4.649999999999999,-0.040000000000000036,-0.5,-1.5,0.007000000000000006,2
617,8,2,1,1,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,10.8,26.4,37.2,10,24.33,7.41,66.5,114.7,0.535,19.68,7.37,66.0,113.2,0.542,4.649999999999999,0.040000000000000036,0.5,1.5,-0.007000000000000006,2
618,3,1,1,1,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,9.5,24.2,33.7,4,24.61,10.29,59.5,121.1,0.5479999999999999,20.63,11.76,69.2,111.6,0.516,3.98,-1.4700000000000006,-9.700000000000003,9.5,0.03200000000000003,3
619,3,4,0,0,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,13.9,27.1,41.0,1,20.63,11.76,69.2,111.6,0.516,24.61,10.29,59.5,121.1,0.5479999999999999,-3.98,1.4700000000000006,9.700000000000003,-9.5,-0.03200000000000003,3
620,4,6,0,0,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,10.0,24.8,34.8,2,15.42,9.48,65.6,109.8,0.534,24.33,7.41,66.5,114.7,0.535,-8.909999999999998,2.0700000000000003,-0.9000000000000057,-4.900000000000006,-0.0010000000000000009,3
621,4,2,1,1,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,10.8,26.4,37.2,6,24.33,7.41,66.5,114.7,0.535,15.42,9.48,65.6,109.8,0.534,8.909999999999998,-2.0700000000000003,0.9000000000000057,4.900000000000006,0.0010000000000000009,3
622,1,1,1,1,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,9.5,24.2,33.7,2,24.61,10.29,59.5,121.1,0.5479999999999999,24.33,7.41,66.5,114.7,0.535,0.28000000000000114,2.879999999999999,-7.0,6.3999999999999915,0.013000000000000013,4
623,1,2,0,0,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,10.8,26.4,37.2,1,24.33,7.41,66.5,114.7,0.535,24.61,10.29,59.5,121.1,0.5479999999999999,-0.28000000000000114,-2.879999999999999,7.0,-6.3999999999999915,-0.013000000000000013,4
624,6,1,1,1,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,12.2,25.2,37.3,7,24.97,9.87,65.9,119.4,0.5660000000000001,17.46,10.0,63.0,109.7,0.532,7.509999999999998,-0.13000000000000078,2.9000000000000057,9.700000000000003,0.03399999999999992,5
625,6,7,0,0,4.56,5.32,17.1,1.47,7.5,20.0,645.0,1249.0,0.516,71.9,0.47100000000000003,0.386,0.633,11.5,26.2,37.7,1,17.46,10.0,63.0,109.7,0.532,24.97,9.87,65.9,119.4,0.5660000000000001,-7.509999999999998,0.13000000000000078,-2.9000000000000057,-9.700000000000003,-0.03399999999999992,5
626,0,1,0,9999,6.88,6.56,14.7,1.39,5.4,16.0,698.0,1355.0,0.515,74.9,0.469,0.35,0.722,12.9,25.3,38.2,1,28.72,8.67,63.8,115.5,0.515,24.61,10.29,59.5,121.1,0.5479999999999999,4.109999999999999,-1.6199999999999992,4.299999999999997,-5.599999999999994,-0.03300000000000003,5
627,0,1,1,9999,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,9.5,24.2,33.7,1,24.61,10.29,59.5,121.1,0.5479999999999999,28.72,8.67,63.8,115.5,0.515,-4.109999999999999,1.6199999999999992,-4.299999999999997,5.599999999999994,0.03300000000000003,5
628,0,1,1,9999,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,12.2,25.2,37.3,1,24.97,9.87,65.9,119.4,0.5660000000000001,24.61,10.29,59.5,121.1,0.5479999999999999,0.35999999999999943,-0.4199999999999999,6.400000000000006,-1.6999999999999886,0.0179999999999999,6
629,0,1,0,9999,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,9.5,24.2,33.7,1,24.61,10.29,59.5,121.1,0.5479999999999999,24.97,9.87,65.9,119.4,0.5660000000000001,-0.35999999999999943,0.4199999999999999,-6.400000000000006,1.6999999999999886,-0.0179999999999999,6
630,15,1,1,1,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,14.0,26.9,41.0,16,23.44,10.69,70.2,118.0,0.526,-0.79,-3.82,69.7,108.1,0.523,24.23,14.51,0.5,9.900000000000006,0.003000000000000003,1
631,15,16,0,0,4.0,6.61,13.5,1.1,5.3,15.0,773.0,1498.0,0.516,77.0,0.47700000000000004,0.35700000000000004,0.647,11.9,28.3,40.2,1,-0.79,-3.82,69.7,108.1,0.523,23.44,10.69,70.2,118.0,0.526,-24.23,-14.51,-0.5,-9.900000000000006,-0.003000000000000003,1
632,1,8,0,1,5.45,6.33,14.9,1.22,7.9,20.0,694.0,1410.0,0.4920000000000001,80.8,0.45799999999999996,0.385,0.6779999999999999,12.0,27.5,39.5,9,13.52,7.64,72.5,109.4,0.522,11.94,8.46,69.8,104.4,0.48,1.58,-0.8200000000000012,2.700000000000003,5.0,0.04200000000000004,1
633,1,9,1,0,3.61,6.64,15.9,1.38,7.1,22.0,599.0,1245.0,0.48100000000000004,74.0,0.42200000000000004,0.321,0.727,11.7,24.9,36.6,8,11.94,8.46,69.8,104.4,0.48,13.52,7.64,72.5,109.4,0.522,-1.58,0.8200000000000012,-2.700000000000003,-5.0,-0.04200000000000004,1
634,7,5,1,1,3.97,6.94,16.0,1.17,9.9,24.0,618.0,1102.0,0.561,82.3,0.501,0.415,0.723,12.0,25.3,37.4,12,19.59,6.9,69.1,119.2,0.5870000000000001,3.24,-3.46,68.1,110.5,0.524,16.35,10.36,1.0,8.700000000000003,0.06299999999999993,1
635,7,12,0,0,4.79,7.79,14.6,1.17,7.6,21.0,610.0,1192.0,0.512,75.8,0.456,0.364,0.733,10.9,24.9,35.8,5,3.24,-3.46,68.1,110.5,0.524,19.59,6.9,69.1,119.2,0.5870000000000001,-16.35,-10.36,-1.0,-8.700000000000003,-0.06299999999999993,1
636,9,4,1,1,5.64,5.52,14.5,1.31,6.8,19.0,717.0,1358.0,0.528,79.6,0.478,0.369,0.684,13.1,25.8,38.9,13,20.23,8.84,68.1,115.6,0.535,3.75,-5.28,67.8,112.0,0.524,16.48,14.12,0.2999999999999972,3.5999999999999943,0.01100000000000001,1
637,9,13,0,0,4.63,6.19,16.6,1.45,6.8,18.0,696.0,1333.0,0.522,76.8,0.47600000000000003,0.3720000000000001,0.672,12.5,27.1,39.6,4,3.75,-5.28,67.8,112.0,0.524,20.23,8.84,68.1,115.6,0.535,-16.48,-14.12,-0.2999999999999972,-3.5999999999999943,-0.01100000000000001,1
638,5,6,1,1,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.47100000000000003,0.369,0.735,10.9,25.2,36.1,11,14.1,9.57,65.0,115.2,0.54,13.75,7.92,65.7,111.9,0.546,0.34999999999999964,1.6500000000000004,-0.7000000000000028,3.299999999999997,-0.0060000000000000045,1
639,5,11,0,0,2.18,5.53,15.0,1.53,9.6,25.0,572.0,1077.0,0.531,74.3,0.466,0.384,0.737,7.9,24.2,32.0,6,13.75,7.92,65.7,111.9,0.546,14.1,9.57,65.0,115.2,0.54,-0.34999999999999964,-1.6500000000000004,0.7000000000000028,-3.299999999999997,0.0060000000000000045,1
640,11,3,0,1,2.53,9.94,14.8,1.05,6.1,18.0,721.0,1423.0,0.507,79.2,0.452,0.32899999999999996,0.67,15.9,23.3,39.2,14,21.61,9.78,70.7,110.3,0.498,9.23,-5.47,69.6,115.3,0.545,12.38,15.25,1.1000000000000083,-5.0,-0.047000000000000035,1
641,11,14,1,0,3.56,9.06,18.9,1.52,7.9,22.0,672.0,1224.0,0.5489999999999999,80.7,0.484,0.368,0.73,11.9,23.4,35.3,3,9.23,-5.47,69.6,115.3,0.545,21.61,9.78,70.7,110.3,0.498,-12.38,-15.25,-1.1000000000000083,5.0,0.047000000000000035,1
642,3,7,1,1,3.19,5.88,11.6,1.06,6.6,18.0,540.0,1158.0,0.466,68.9,0.43,0.358,0.7070000000000001,11.4,23.5,34.9,10,13.4,9.4,64.1,105.1,0.485,15.47,8.75,66.4,112.2,0.511,-2.0700000000000003,0.6500000000000004,-2.300000000000012,-7.1000000000000085,-0.026000000000000027,1
643,3,10,0,0,3.69,4.97,16.9,1.45,6.3,18.0,659.0,1293.0,0.51,76.0,0.46,0.348,0.754,12.8,25.4,38.2,7,15.47,8.75,66.4,112.2,0.511,13.4,9.4,64.1,105.1,0.485,2.0700000000000003,-0.6500000000000004,2.300000000000012,7.1000000000000085,0.026000000000000027,1
644,13,2,1,1,3.06,7.31,16.4,1.28,7.6,21.0,633.0,1266.0,0.5,81.3,0.452,0.36200000000000004,0.731,13.1,27.9,41.0,15,18.58,8.43,72.4,111.2,0.514,0.18,-5.13,68.6,109.4,0.5589999999999999,18.4,13.56,3.8000000000000114,1.7999999999999972,-0.04500000000000004,1
645,13,15,0,0,3.5,4.97,13.9,1.05,8.4,23.0,600.0,1063.0,0.564,76.7,0.484,0.374,0.677,8.6,28.9,37.5,2,0.18,-5.13,68.6,109.4,0.5589999999999999,18.58,8.43,72.4,111.2,0.514,-18.4,-13.56,-3.8000000000000114,-1.7999999999999972,0.04500000000000004,1
646,8,1,1,1,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,14.0,26.9,41.0,9,23.44,10.69,70.2,118.0,0.526,11.94,8.46,69.8,104.4,0.48,11.500000000000002,2.2299999999999978,0.4000000000000057,13.599999999999996,0.04600000000000004,2
647,8,9,0,0,3.61,6.64,15.9,1.38,7.1,22.0,599.0,1245.0,0.48100000000000004,74.0,0.42200000000000004,0.321,0.727,11.7,24.9,36.6,1,11.94,8.46,69.8,104.4,0.48,23.44,10.69,70.2,118.0,0.526,-11.500000000000002,-2.2299999999999978,-0.4000000000000057,-13.599999999999996,-0.04600000000000004,2
648,1,5,1,0,3.97,6.94,16.0,1.17,9.9,24.0,618.0,1102.0,0.561,82.3,0.501,0.415,0.723,12.0,25.3,37.4,4,19.59,6.9,69.1,119.2,0.5870000000000001,20.23,8.84,68.1,115.6,0.535,-0.6400000000000006,-1.9399999999999995,1.0,3.6000000000000085,0.051999999999999935,2
649,1,4,0,1,5.64,5.52,14.5,1.31,6.8,19.0,717.0,1358.0,0.528,79.6,0.478,0.369,0.684,13.1,25.8,38.9,5,20.23,8.84,68.1,115.6,0.535,19.59,6.9,69.1,119.2,0.5870000000000001,0.6400000000000006,1.9399999999999995,-1.0,-3.6000000000000085,-0.051999999999999935,2
650,8,6,1,1,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.47100000000000003,0.369,0.735,10.9,25.2,36.1,14,14.1,9.57,65.0,115.2,0.54,9.23,-5.47,69.6,115.3,0.545,4.869999999999999,15.04,-4.599999999999994,-0.09999999999999433,-0.0050000000000000044,2
651,8,14,0,0,3.56,9.06,18.9,1.52,7.9,22.0,672.0,1224.0,0.5489999999999999,80.7,0.484,0.368,0.73,11.9,23.4,35.3,6,9.23,-5.47,69.6,115.3,0.545,14.1,9.57,65.0,115.2,0.54,-4.869999999999999,-15.04,4.599999999999994,0.09999999999999433,0.0050000000000000044,2
652,5,7,1,0,3.19,5.88,11.6,1.06,6.6,18.0,540.0,1158.0,0.466,68.9,0.43,0.358,0.7070000000000001,11.4,23.5,34.9,2,13.4,9.4,64.1,105.1,0.485,18.58,8.43,72.4,111.2,0.514,-5.179999999999998,0.9700000000000006,-8.300000000000011,-6.1000000000000085,-0.029000000000000026,2
653,5,2,0,1,3.06,7.31,16.4,1.28,7.6,21.0,633.0,1266.0,0.5,81.3,0.452,0.36200000000000004,0.731,13.1,27.9,41.0,7,18.58,8.43,72.4,111.2,0.514,13.4,9.4,64.1,105.1,0.485,5.179999999999998,-0.9700000000000006,8.300000000000011,6.1000000000000085,0.029000000000000026,2
654,4,1,1,1,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,14.0,26.9,41.0,5,23.44,10.69,70.2,118.0,0.526,19.59,6.9,69.1,119.2,0.5870000000000001,3.8500000000000014,3.789999999999999,1.1000000000000083,-1.2000000000000028,-0.060999999999999936,3
655,4,5,0,0,3.97,6.94,16.0,1.17,9.9,24.0,618.0,1102.0,0.561,82.3,0.501,0.415,0.723,12.0,25.3,37.4,1,19.59,6.9,69.1,119.2,0.5870000000000001,23.44,10.69,70.2,118.0,0.526,-3.8500000000000014,-3.789999999999999,-1.1000000000000083,1.2000000000000028,0.060999999999999936,3
656,1,6,1,1,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.47100000000000003,0.369,0.735,10.9,25.2,36.1,7,14.1,9.57,65.0,115.2,0.54,13.4,9.4,64.1,105.1,0.485,0.6999999999999993,0.16999999999999993,0.9000000000000057,10.100000000000009,0.05500000000000005,3
657,1,7,0,0,3.19,5.88,11.6,1.06,6.6,18.0,540.0,1158.0,0.466,68.9,0.43,0.358,0.7070000000000001,11.4,23.5,34.9,6,13.4,9.4,64.1,105.1,0.485,14.1,9.57,65.0,115.2,0.54,-0.6999999999999993,-0.16999999999999993,-0.9000000000000057,-10.100000000000009,-0.05500000000000005,3
658,5,1,1,1,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,14.0,26.9,41.0,6,23.44,10.69,70.2,118.0,0.526,14.1,9.57,65.0,115.2,0.54,9.340000000000002,1.1199999999999992,5.200000000000003,2.799999999999997,-0.014000000000000012,4
659,5,6,0,0,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.47100000000000003,0.369,0.735,10.9,25.2,36.1,1,14.1,9.57,65.0,115.2,0.54,23.44,10.69,70.2,118.0,0.526,-9.340000000000002,-1.1199999999999992,-5.200000000000003,-2.799999999999997,0.014000000000000012,4
660,15,1,1,1,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,10.6,27.1,37.7,16,23.87,11.22,69.7,115.0,0.564,-6.04,-2.98,70.5,106.4,0.516,29.91,14.2,-0.7999999999999972,8.599999999999994,0.04799999999999993,1
661,15,16,0,0,2.89,6.91,13.5,0.97,6.3,18.0,701.0,1358.0,0.516,76.0,0.46299999999999997,0.348,0.67,11.6,25.2,36.8,1,-6.04,-2.98,70.5,106.4,0.516,23.87,11.22,69.7,115.0,0.564,-29.91,-14.2,0.7999999999999972,-8.599999999999994,-0.04799999999999993,1
662,1,8,0,1,5.0,5.21,13.8,1.03,7.6,19.0,592.0,1342.0,0.441,76.0,0.425,0.392,0.738,13.2,29.2,42.4,9,12.04,7.64,70.8,106.3,0.488,15.89,6.28,66.1,109.0,0.516,-3.8500000000000014,1.3599999999999994,4.700000000000003,-2.700000000000003,-0.028000000000000025,1
663,1,9,1,0,5.06,5.82,13.8,1.23,7.0,19.0,647.0,1275.0,0.507,73.5,0.45899999999999996,0.363,0.785,9.7,26.9,36.5,8,15.89,6.28,66.1,109.0,0.516,12.04,7.64,70.8,106.3,0.488,3.8500000000000014,-1.3599999999999994,-4.700000000000003,2.700000000000003,0.028000000000000025,1
664,7,5,1,1,5.39,5.82,14.1,1.09,7.6,20.0,624.0,1121.0,0.557,76.1,0.488,0.374,0.76,9.2,26.3,35.5,12,16.71,8.31,67.3,112.1,0.555,5.44,-1.22,68.8,110.8,0.515,11.27,9.53,-1.5,1.2999999999999972,0.040000000000000036,1
665,7,12,0,0,2.48,4.97,11.3,0.96,7.4,21.0,608.0,1205.0,0.505,76.3,0.451,0.35700000000000004,0.7390000000000001,11.2,26.7,37.9,5,5.44,-1.22,68.8,110.8,0.515,16.71,8.31,67.3,112.1,0.555,-11.27,-9.53,1.5,-1.2999999999999972,-0.040000000000000036,1
666,9,4,0,1,4.82,4.12,13.0,1.06,7.1,19.0,634.0,1249.0,0.508,75.1,0.461,0.369,0.6559999999999999,11.3,28.6,40.0,13,15.39,7.87,68.2,108.5,0.522,9.03,-1.04,71.6,107.3,0.52,6.360000000000001,8.91,-3.3999999999999915,1.2000000000000028,0.0020000000000000018,1
667,9,13,1,0,3.75,7.88,15.8,1.19,7.2,22.0,613.0,1120.0,0.547,77.6,0.462,0.327,0.6809999999999999,10.7,26.8,37.4,4,9.03,-1.04,71.6,107.3,0.52,15.39,7.87,68.2,108.5,0.522,-6.360000000000001,-8.91,3.3999999999999915,-1.2000000000000028,-0.0020000000000000018,1
668,5,6,0,1,4.79,4.91,14.5,1.13,6.5,17.0,711.0,1360.0,0.523,81.2,0.48200000000000004,0.38299999999999995,0.723,11.6,28.6,40.2,11,18.79,7.23,69.8,112.8,0.536,17.39,4.24,66.1,108.8,0.49,1.3999999999999986,2.99,3.700000000000003,4.0,0.04600000000000004,1
669,5,11,1,0,3.69,7.22,14.3,1.44,7.3,22.0,567.0,1136.0,0.499,73.2,0.434,0.33,0.7140000000000001,11.7,25.8,37.5,6,17.39,4.24,66.1,108.8,0.49,18.79,7.23,69.8,112.8,0.536,-1.3999999999999986,-2.99,-3.700000000000003,-4.0,-0.04600000000000004,1
670,11,3,1,1,3.63,6.06,12.8,1.2,6.8,19.0,618.0,1157.0,0.534,75.6,0.47700000000000004,0.366,0.7509999999999999,9.7,25.1,34.8,14,18.52,10.69,66.2,113.3,0.542,1.34,0.9,72.6,105.9,0.499,17.18,9.79,-6.3999999999999915,7.3999999999999915,0.04300000000000004,1
671,11,14,0,0,3.62,6.94,12.7,0.93,7.4,22.0,639.0,1287.0,0.4970000000000001,77.6,0.43799999999999994,0.337,0.71,12.3,26.9,39.1,3,1.34,0.9,72.6,105.9,0.499,18.52,10.69,66.2,113.3,0.542,-17.18,-9.79,6.3999999999999915,-7.3999999999999915,-0.04300000000000004,1
672,3,7,1,1,4.84,6.81,16.0,1.54,8.2,22.0,600.0,1231.0,0.48700000000000004,78.1,0.45,0.382,0.7190000000000001,11.9,26.5,38.4,10,17.01,8.71,69.1,111.5,0.513,7.69,6.57,65.8,102.4,0.47,9.32,2.140000000000001,3.299999999999997,9.099999999999994,0.04300000000000004,1
673,3,10,0,0,3.13,5.34,13.5,1.48,7.8,23.0,541.0,1218.0,0.444,68.7,0.405,0.34,0.684,11.2,25.6,36.8,7,7.69,6.57,65.8,102.4,0.47,17.01,8.71,69.1,111.5,0.513,-9.32,-2.140000000000001,-3.299999999999997,-9.099999999999994,-0.04300000000000004,1
674,13,2,1,1,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,9.3,26.4,35.6,15,24.08,9.71,67.3,115.4,0.561,1.1,-3.25,70.4,105.8,0.505,22.98,12.96,-3.1000000000000085,9.600000000000009,0.05600000000000005,1
675,13,15,0,0,3.33,9.3,12.5,0.96,5.8,18.0,687.0,1330.0,0.517,75.6,0.45799999999999996,0.324,0.6940000000000001,11.6,26.2,37.8,2,1.1,-3.25,70.4,105.8,0.505,24.08,9.71,67.3,115.4,0.561,-22.98,-12.96,3.1000000000000085,-9.600000000000009,-0.05600000000000005,1
676,8,1,1,1,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,10.6,27.1,37.7,9,23.87,11.22,69.7,115.0,0.564,15.89,6.28,66.1,109.0,0.516,7.98,4.94,3.6000000000000085,6.0,0.04799999999999993,2
677,8,9,0,0,5.06,5.82,13.8,1.23,7.0,19.0,647.0,1275.0,0.507,73.5,0.45899999999999996,0.363,0.785,9.7,26.9,36.5,1,15.89,6.28,66.1,109.0,0.516,23.87,11.22,69.7,115.0,0.564,-7.98,-4.94,-3.6000000000000085,-6.0,-0.04799999999999993,2
678,8,5,1,1,5.39,5.82,14.1,1.09,7.6,20.0,624.0,1121.0,0.557,76.1,0.488,0.374,0.76,9.2,26.3,35.5,13,16.71,8.31,67.3,112.1,0.555,9.03,-1.04,71.6,107.3,0.52,7.6800000000000015,9.35,-4.299999999999997,4.799999999999997,0.03500000000000003,2
679,8,13,0,0,3.75,7.88,15.8,1.19,7.2,22.0,613.0,1120.0,0.547,77.6,0.462,0.327,0.6809999999999999,10.7,26.8,37.4,5,9.03,-1.04,71.6,107.3,0.52,16.71,8.31,67.3,112.1,0.555,-7.6800000000000015,-9.35,4.299999999999997,-4.799999999999997,-0.03500000000000003,2
680,8,11,0,0,3.69,7.22,14.3,1.44,7.3,22.0,567.0,1136.0,0.499,73.2,0.434,0.33,0.7140000000000001,11.7,25.8,37.5,3,17.39,4.24,66.1,108.8,0.49,18.52,10.69,66.2,113.3,0.542,-1.129999999999999,-6.4499999999999975,-0.10000000000000853,-4.5,-0.05200000000000005,2
681,8,3,1,1,3.63,6.06,12.8,1.2,6.8,19.0,618.0,1157.0,0.534,75.6,0.47700000000000004,0.366,0.7509999999999999,9.7,25.1,34.8,11,18.52,10.69,66.2,113.3,0.542,17.39,4.24,66.1,108.8,0.49,1.129999999999999,6.4499999999999975,0.10000000000000853,4.5,0.05200000000000005,2
682,5,7,0,0,4.84,6.81,16.0,1.54,8.2,22.0,600.0,1231.0,0.48700000000000004,78.1,0.45,0.382,0.7190000000000001,11.9,26.5,38.4,2,17.01,8.71,69.1,111.5,0.513,24.08,9.71,67.3,115.4,0.561,-7.069999999999998,-1.0,1.7999999999999972,-3.9000000000000057,-0.048000000000000036,2
683,5,2,1,1,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,9.3,26.4,35.6,7,24.08,9.71,67.3,115.4,0.561,17.01,8.71,69.1,111.5,0.513,7.069999999999998,1.0,-1.7999999999999972,3.9000000000000057,0.048000000000000036,2
684,4,1,1,1,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,10.6,27.1,37.7,5,23.87,11.22,69.7,115.0,0.564,16.71,8.31,67.3,112.1,0.555,7.16,2.91,2.4000000000000057,2.9000000000000057,0.008999999999999897,3
685,4,5,0,0,5.39,5.82,14.1,1.09,7.6,20.0,624.0,1121.0,0.557,76.1,0.488,0.374,0.76,9.2,26.3,35.5,1,16.71,8.31,67.3,112.1,0.555,23.87,11.22,69.7,115.0,0.564,-7.16,-2.91,-2.4000000000000057,-2.9000000000000057,-0.008999999999999897,3
686,1,3,0,0,3.63,6.06,12.8,1.2,6.8,19.0,618.0,1157.0,0.534,75.6,0.47700000000000004,0.366,0.7509999999999999,9.7,25.1,34.8,2,18.52,10.69,66.2,113.3,0.542,24.08,9.71,67.3,115.4,0.561,-5.559999999999999,0.9799999999999986,-1.0999999999999943,-2.1000000000000085,-0.019000000000000017,3
687,1,2,1,1,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,9.3,26.4,35.6,3,24.08,9.71,67.3,115.4,0.561,18.52,10.69,66.2,113.3,0.542,5.559999999999999,-0.9799999999999986,1.0999999999999943,2.1000000000000085,0.019000000000000017,3
688,1,1,0,1,4.09,6.82,15.9,1.27,8.3,20.0,693.0,1310.0,0.529,81.6,0.494,0.426,0.706,10.6,27.1,37.7,2,23.87,11.22,69.7,115.0,0.564,24.08,9.71,67.3,115.4,0.561,-0.2099999999999973,1.5099999999999998,2.4000000000000057,-0.4000000000000057,0.002999999999999892,4
689,1,2,1,0,3.41,6.74,16.1,1.45,8.6,25.0,614.0,1089.0,0.564,77.0,0.467,0.344,0.777,9.3,26.4,35.6,1,24.08,9.71,67.3,115.4,0.561,23.87,11.22,69.7,115.0,0.564,0.2099999999999973,-1.5099999999999998,-2.4000000000000057,0.4000000000000057,-0.002999999999999892,4
690,15,1,1,1,5.91,7.62,13.6,1.18,6.9,20.0,699.0,1327.0,0.527,78.8,0.467,0.349,0.713,11.7,24.4,36.1,16,18.05,8.64,69.5,112.8,0.525,-11.2,-6.11,64.6,98.4,0.479,29.25,14.75,4.900000000000006,14.399999999999993,0.04600000000000004,1
691,15,16,0,0,2.52,6.45,13.9,1.27,7.2,22.0,501.0,1064.0,0.47100000000000003,65.3,0.413,0.327,0.693,8.2,22.0,30.1,1,-11.2,-6.11,64.6,98.4,0.479,18.05,8.64,69.5,112.8,0.525,-29.25,-14.75,-4.900000000000006,-14.399999999999993,-0.04600000000000004,1
692,1,8,1,1,3.42,5.09,15.0,1.47,7.2,22.0,655.0,1264.0,0.518,77.3,0.449,0.32799999999999996,0.7190000000000001,10.3,28.4,38.7,9,12.1,4.93,70.1,109.7,0.512,15.19,5.25,65.5,108.9,0.493,-3.09,-0.3200000000000003,4.599999999999994,0.7999999999999972,0.019000000000000017,1
